title,studio,lifetime_gross,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,releaseYear,releaseMonth,primaryTitle,numVotes,directors,category,primaryName,runtimeMinutes
Spectre,Sony,200074609,movie,458510,10,1,6.8,pg-13,17,3.06,spectre (2015),action|adventure|crime,2015,11,Spectre,457928,nm0005222,actor,Daniel Craig,148
Dial M for Murder,WB,12562,movie,184896,10,1,8.2,pg,25,4.1,dial m for murder (1954),crime|mystery|thriller,1954,5,Dial M for Murder,184648,nm0000033,actor,Ray Milland,105
Night of the Living Dead,Col.,5835247,movie,136635,10,1,7.8,not rated,28,3.75,night of the living dead (1968),horror|sci-fi|thriller,1968,10,Night of the Living Dead,136369,nm0001681,actor,Duane Jones,96
When a Stranger Calls,Col.,21411158,"","","","","","",2,2.5,when a stranger calls (1979),horror|thriller,"","",When a Stranger Calls,13868,nm0910510,actress,Carol Kane,97
The Monster Squad,TriS,3769990,movie,34702,10,1,6.9,pg-13,1,5.0,monster squad  the (1987),adventure|comedy|horror,1987,8,The Monster Squad,34611,nm0215269,actor,Andre Gower,79
The Hobbit: The Desolation of Smaug,WB (NL),258366855,movie,691152,10,1,7.8,pg-13,25,3.58,hobbit: the desolation of smaug  the (2013),adventure|fantasy|imax,2013,12,The Hobbit: The Desolation of Smaug,690297,nm0001392,actor,Ian McKellen,161
Grown Ups 2,Sony,133668525,movie,165223,10,1,5.4,pg-13,5,3.4,grown ups 2 (2013),comedy,2013,7,Grown Ups 2,164981,nm0240797,actor,Adam Sandler,101
Watermark,EOne,84464,movie,1019,10,1,6.8,pg,1,5.0,watermark (2014),documentary,2013,10,Watermark,1018,"nm0047028,nm2344305",self,Inocencia González Sainz,92
Daredevil,Fox,102543518,"","","","","","",32,2.5,daredevil (2003),action|crime,"","",Daredevil,226541,nm0425756,actor,Ben Affleck,103
The Falcon and the Snowman,Orion,17130087,movie,12340,10,1,6.8,r,5,3.3,the falcon and the snowman (1985),crime|drama|thriller,1985,2,The Falcon and the Snowman,12313,nm0772259,actor,Timothy Hutton,131
Agnes of God,Col.,25627836,"","","","","","",5,3.7,agnes of god (1985),drama|mystery,"","",Agnes of God,7889,nm0422484,actress,Jane Fonda,98
The Gods Must Be Crazy II,Col.,6291444,movie,17702,10,1,6.8,pg,6,3.75,gods must be crazy ii  the (1989),comedy,1990,4,The Gods Must Be Crazy II,17685,nm0371059,actor,N!xau,98
The Sheltering Sky,WB,2075084,movie,13507,10,1,6.7,r,2,3.5,sheltering sky  the (1990),drama,1990,12,The Sheltering Sky,13491,nm0000934,actress,Debra Winger,138
The Monster,Lions,638645,movie,11057,10,1,7.3,r,4,3.38,monster  the (mostro  il) (1994),comedy,1996,4,The Monster,11036,nm0000905,actor,Roberto Benigni,112
The Pursuit of Happyness,Sony,163566459,movie,546470,10,1,8.0,pg-13,46,3.79,pursuit of happyness  the (2006),drama,2006,12,The Pursuit of Happyness,545570,nm0610831,actor,Will Smith,117
Easy Money,Orion,29309766,movie,9818,10,1,6.2,r,4,3.63,easy money (1983),comedy,1983,8,Easy Money,9813,nm0797526,actor,Rodney Dangerfield,95
Roommates,BV,12096881,movie,1971,10,1,6.4,pg,3,3.67,roommates (1995),comedy|drama,1995,3,Roommates,1968,nm0946811,actor,Peter Falk,108
In the Mood for Love,USA,2738980,movie,161854,10,1,8.1,pg,14,4.21,in the mood for love (fa yeung nin wa) (2000),drama|romance,2001,3,In the Mood for Love,161523,nm0939182,actor,Tony Leung Chiu-wai,98
The Loft,ORF,6002684,movie,59068,10,1,6.3,r,1,1.5,the loft (2014),thriller,2015,1,The Loft,58997,nm0887452,actor,Karl Urban,108
American Gangster,Uni.,130164645,movie,444540,10,1,7.8,r,37,3.91,american gangster (2007),crime|drama|thriller,2007,11,American Gangster,444001,nm0000631,actor,Denzel Washington,157
Toni Erdmann,SPC,1479387,movie,50585,10,1,7.3,r,3,3.67,toni erdmann (2016),drama,2016,12,Toni Erdmann,50486,nm0011752,actress,Sandra Hüller,162
Universal Soldier,TriS,36299898,movie,94618,10,1,6.1,r,17,2.21,universal soldier (1992),action|sci-fi,1992,7,Universal Soldier,94471,nm0000386,actor,Jean-Claude Van Damme,102
Daylight,Uni.,33023469,movie,75693,10,1,5.9,pg-13,12,2.71,daylight (1996),action|adventure|drama|thriller,1996,12,Daylight,75600,nm0003418,actor,Sylvester Stallone,114
Guess Who,Sony,68915888,"","","","","","",3,2.33,guess who (2005),comedy|romance,"","",Guess Who,44820,nm0838198,actor,Ashton Kutcher,105
The Rum Diary,FD,13109815,movie,107349,10,1,6.1,r,6,3.58,rum diary  the (2011),comedy|drama|thriller,2011,10,The Rum Diary,107305,nm0732430,actor,Johnny Depp,119
The Whole Ten Yards,WB,16328471,movie,58055,10,1,5.5,pg-13,7,3.14,whole ten yards  the (2004),action|comedy|crime,2004,4,The Whole Ten Yards,57940,nm0222043,actor,Bruce Willis,98
Snow Falling on Cedars,Uni.,14417593,movie,14460,10,1,6.7,pg-13,3,3.33,snow falling on cedars (1999),drama,2000,1,Snow Falling on Cedars,14455,nm0382956,actor,Ethan Hawke,127
Anacondas: The Hunt for the Blood Orchid,SGem,32238923,movie,33319,10,1,4.7,pg-13,2,1.75,anacondas: the hunt for the blood orchid (2004),adventure|drama|horror|sci-fi|thriller,2004,8,Anacondas: The Hunt for the Blood Orchid,33275,nm0514546,actor,Morris Chestnut,97
Milk,Focus,31841299,movie,178206,10,1,7.5,r,11,3.55,milk (2008),drama,2009,1,Milk,178082,nm0001814,actor,Sean Penn,128
The Manchurian Candidate,Par.,65955630,movie,115036,10,1,6.6,r,12,3.04,manchurian candidate  the (2004),thriller,2004,7,The Manchurian Candidate,114898,nm0001129,actor,Denzel Washington,129
Priest,SGem,29136626,movie,123065,10,1,5.7,pg-13,3,3.0,priest (2011),action|horror|sci-fi|thriller,2011,5,Priest,122968,nm0829820,actor,Paul Bettany,87
Mona Lisa,Isld,5794184,movie,18223,10,1,7.3,r,7,3.5,mona lisa (1986),comedy|thriller,1986,6,Mona Lisa,18188,nm0001403,actor,Bob Hoskins,104
House on Haunted Hill,WB,40846082,movie,59502,10,1,5.6,r,14,2.43,house on haunted hill (1999),horror|thriller,1999,10,House on Haunted Hill,59454,nm0540532,actor,Geoffrey Rush,93
Inspector Gadget,BV,97403112,movie,50229,10,1,4.2,pg,21,2.1,inspector gadget (1999),action|adventure|children|comedy,1999,7,Inspector Gadget,50194,nm0446109,actor,Matthew Broderick,78
Hesher,WHE,382946,movie,53704,10,1,6.9,r,1,4.0,hesher (2010),drama,2011,6,Hesher,53688,nm1127632,actor,Joseph Gordon-Levitt,106
Jaws 3-D,Uni.,45517055,movie,47430,10,1,3.7,pg,6,1.42,jaws 3-d (1983),action|horror,1983,7,Jaws 3-D,47367,nm0023469,actor,Dennis Quaid,99
Breakfast with Scot,Reg.,46060,movie,3228,10,1,6.7,pg-13,1,3.5,breakfast with scot (2007),drama|romance,2007,11,Breakfast with Scot,3226,nm0528508,actor,Tom Cavanagh,90
Dune,Uni.,30925690,"","","","","","",37,3.43,dune (1984),adventure|sci-fi,"","",Dune,168632,nm0000186,actor,Kyle MacLachlan,137
Riding in Cars with Boys,Sony,30165536,"","","","","","",5,3.1,riding in cars with boys (2001),comedy|drama,"","",Riding in Cars with Boys,30181,nm0001508,actress,Drew Barrymore,132
The 'Burbs,Uni.,36601993,"","","","","","",17,3.18,'burbs  the (1989),comedy,"","",The 'Burbs,81312,nm0001102,actor,Tom Hanks,102
The Eagle,Focus,19490041,movie,73116,10,1,6.2,pg-13,1,2.0,eagle  the (2011),adventure|drama,2011,2,The Eagle,73052,nm0531817,actor,Channing Tatum,114
Henry V,Gold.,10161099,"","","","","","",19,4.0,henry v (1989),action|drama|romance|war,"","",Henry V,31176,nm0000110,actor,Kenneth Branagh,137
My Life Without Me,SPC,400948,movie,25659,10,1,7.4,r,2,3.5,my life without me (2003),drama|romance,2003,3,My Life Without Me,25648,nm0170043,actress,Sarah Polley,106
Truth,SPC,2541854,movie,21015,10,1,6.8,r,1,3.0,truth (2015),drama,2015,10,Truth,20998,nm0888743,actress,Cate Blanchett,125
Baby Driver,TriS,107825862,movie,587610,10,1,7.6,r,9,4.33,baby driver (2017),action|crime|thriller,2017,6,Baby Driver,586361,nm0942367,actor,Ansel Elgort,113
Mystic Pizza,Gold.,12793213,movie,31588,10,1,6.3,r,8,3.38,mystic pizza (1988),comedy|drama|romance,1988,10,Mystic Pizza,31534,nm0677953,actress,Annabeth Gish,104
Jennifer 8,Par.,11390479,movie,18110,10,1,6.3,r,5,2.9,jennifer 8 (1992),mystery|thriller,1992,11,Jennifer 8,18074,nm0732430,actor,Andy Garcia,124
The Bounty Hunter,Sony,67061228,movie,132840,10,1,5.5,pg-13,6,2.75,bounty hunter  the (2010),action|comedy|romance,2010,3,The Bounty Hunter,132694,nm0855035,actress,Jennifer Aniston,110
Grandma's Boy,Fox,6090172,movie,86970,10,1,6.9,r,7,2.57,grandma's boy (2006),comedy,2006,1,Grandma's Boy,86896,nm0329650,actor,Allen Covert,94
Earth Girls Are Easy,Vest,3916303,movie,24746,10,1,5.4,pg,8,2.25,earth girls are easy (1988),comedy|musical|sci-fi,1989,5,Earth Girls Are Easy,24723,nm0854697,actress,Geena Davis,100
Dirty Dancing: Havana Nights,Lions,14161590,movie,29138,10,1,5.9,pg-13,5,3.4,dirty dancing: havana nights (2004),romance,2004,2,Dirty Dancing: Havana Nights,29118,nm0272704,actor,Diego Luna,86
Fun with Dick and Jane,Sony,110332737,movie,151699,10,1,6.2,pg-13,11,2.18,fun with dick and jane (2005),comedy|crime,2005,12,Fun with Dick and Jane,151530,nm0661751,actor,Jim Carrey,90
Expelled: No Intelligence Allowed,RM,7720487,"","","","","","",1,1.0,expelled: no intelligence allowed (2008),documentary,"","",Expelled: No Intelligence Allowed,12166,nm2021984,self,Ben Stein,97
Star Trek: First Contact,Par.,92027888,movie,130516,10,1,7.6,pg-13,91,3.88,star trek: first contact (1996),action|adventure|sci-fi|thriller,1996,11,Star Trek: First Contact,130399,nm0000408,actor,Patrick Stewart,111
The Trials of Henry Kissinger,FRun,516726,movie,2063,10,1,7.6,not rated,2,4.0,trials of henry kissinger  the (2002),documentary,2003,5,The Trials of Henry Kissinger,2061,nm0418659,actor,Brian Cox,80
Tall Tale,BV,8247627,movie,4148,10,1,5.9,pg,3,2.5,tall tale (1995),adventure|children|fantasy|western,1995,3,Tall Tale,4139,nm0154819,actor,Patrick Swayze,96
Look Who's Talking,TriS,140088813,"","","","","","",18,2.39,look who's talking (1989),comedy|romance,"","",Look Who's Talking,85776,nm0002132,actor,John Travolta,93
Spaced Invaders,BV,15369573,movie,3885,10,1,5.3,pg,1,1.5,spaced invaders (1990),adventure|comedy|sci-fi,1990,4,Spaced Invaders,3883,nm0425957,actor,Douglas Barr,100
G-Force,BV,119436770,"","","","","","",1,3.5,g-force (2009),action|adventure|children|fantasy,"","",G-Force,49020,nm0947087,actor,Will Arnett,88
Venom,Par.,5229643,movie,3130,10,1,5.8,r,1,2.0,venom (1982),horror|thriller,1982,1,Venom,3124,"nm0353592,nm0001361",actor,Klaus Kinski,93
"Paris, Texas",Fox,2181987,movie,114443,10,1,8.1,r,4,3.5,paris  texas (1984),drama|romance,1984,8,"Paris, Texas",114110,nm0000694,actor,Harry Dean Stanton,145
Always,Uni.,43858790,"","","","","","",6,2.83,always (1989),drama|fantasy|romance,"","",Always,32209,nm0000229,actor,Richard Dreyfuss,122
Jersey Boys,WB,47047013,movie,36189,10,1,6.8,r,1,2.5,jersey boys (2014),drama|musical,2014,6,Jersey Boys,36165,nm0000142,actor,John Lloyd Young,134
Weird Science,Uni.,23834048,movie,95351,10,1,6.6,pg-13,22,3.11,weird science (1985),comedy|fantasy|sci-fi,1985,8,Weird Science,95213,nm0000455,actor,Anthony Michael Hall,94
Steel Magnolias,TriS,84614512,movie,61243,10,1,7.3,pg,9,3.33,steel magnolias (1989),drama,1989,11,Steel Magnolias,61149,nm0006889,actress,Shirley MacLaine,117
Jersey Girl,Mira.,25268157,movie,68677,10,1,6.2,pg-13,8,2.94,jersey girl (2004),comedy|drama|romance,2004,3,Jersey Girl,68634,nm0003620,actor,Ben Affleck,102
Vicky Cristina Barcelona,MGM/W,23216709,"","","","","","",16,3.09,vicky cristina barcelona (2008),comedy|drama|romance,"","",Vicky Cristina Barcelona,265273,nm0000095,actress,Rebecca Hall,96
Mr. Popper's Penguins,Fox,68224452,movie,103664,10,1,6.0,pg,5,2.7,mr. popper's penguins (2011),comedy,2011,6,Mr. Popper's Penguins,103520,nm0914132,actor,Jim Carrey,94
Take This Waltz,Magn.,1239692,movie,30009,10,1,6.5,r,1,3.5,take this waltz (2011),drama|romance,2012,7,Take This Waltz,29987,nm0001631,actress,Michelle Williams,116
Horrible Bosses 2,WB,54445357,movie,181646,10,1,6.3,r,11,3.64,horrible bosses 2 (2014),comedy|crime,2014,11,Horrible Bosses 2,181405,nm1890845,actor,Jason Bateman,108
Silver Bullet,Par.,12361866,movie,30717,10,1,6.4,r,3,2.67,silver bullet (stephen king's silver bullet) (1985),adventure|drama|horror|mystery|thriller,1985,10,Silver Bullet,30633,nm0003733,actor,Gary Busey,95
Husbands and Wives,TriS,10555619,movie,30653,10,1,7.5,r,6,3.92,husbands and wives (1992),comedy|drama,1992,9,Husbands and Wives,30614,nm0000095,actor,Woody Allen,108
Antichrist,IFC,404122,movie,133787,10,1,6.5,not rated,5,3.8,antichrist (2009),drama|fantasy,2009,5,Antichrist,133617,nm0001885,actor,Willem Dafoe,108
Allan Quatermain and the Lost City of Gold,Can.,3751699,movie,10162,10,1,4.5,pg,6,1.83,allan quatermain and the lost city of gold (1987),action|adventure|comedy,1987,1,Allan Quatermain and the Lost City of Gold,10120,nm0625379,actor,Richard Chamberlain,99
Men & Chicken,Drft.,30207,movie,14110,10,1,6.7,not rated,1,4.0,men & chicken (2015),comedy|drama,2015,2,Men & Chicken,14088,nm0421314,actor,David Dencik,104
Romancing the Stone,Fox,76572238,movie,101042,10,1,6.9,pg,54,3.45,romancing the stone (1984),action|adventure|comedy|romance,1984,3,Romancing the Stone,100851,nm0000709,actor,Michael Douglas,106
Infamous,WIP,1151330,movie,17976,10,1,7.0,r,2,3.75,infamous (2006),drama,2006,10,Infamous,17966,nm0569790,actor,Toby Jones,110
Slumdog Millionaire,FoxS,141319928,movie,867749,10,1,8.0,r,71,3.81,slumdog millionaire (2008),crime|drama|romance,2008,12,Slumdog Millionaire,867179,"nm0000965,nm0849164",actor,Dev Patel,120
The Caine Mutiny,Col.,21750000,movie,29286,10,1,7.7,not rated,2,4.0,caine mutiny  the (1954),drama|war,1954,6,The Caine Mutiny,29236,nm0229424,actor,Humphrey Bogart,124
Pocahontas,BV,141579773,movie,198847,10,1,6.7,g,68,3.15,pocahontas (1995),animation|children|drama|musical|romance,1995,6,Pocahontas,198493,"nm0300265,nm0325196",actor,Mel Gibson,81
Election,Par.,14902041,movie,102057,10,1,7.3,r,56,3.66,election (1999),comedy,1999,5,Election,101855,nm0668247,actor,Matthew Broderick,103
22 Jump Street,Sony,191719337,movie,397674,10,1,7.0,r,19,3.68,22 jump street (2014),action|comedy|crime,2014,6,22 Jump Street,397175,"nm0588087,nm0520488",actor,Channing Tatum,112
Air Bud,BV,23144499,movie,19054,10,1,5.3,pg,4,2.38,air bud (1997),children|comedy,1997,8,Air Bud,19015,nm0001747,actor,Michael Jeter,98
The Golden Bowl,Lions,3050532,movie,4566,10,1,5.9,r,1,4.0,golden bowl  the (2000),drama,2001,5,The Golden Bowl,4562,nm0412465,actress,Uma Thurman,130
Hannibal Rising,MGM/W,27670986,movie,114416,10,1,6.1,r,3,3.5,hannibal rising (2007),drama|horror|thriller,2007,2,Hannibal Rising,114295,nm0916424,actor,Gaspard Ulliel,121
Sorority Boys,BV,10200032,movie,16119,10,1,5.4,r,4,2.38,sorority boys (2002),comedy,2002,3,Sorority Boys,16111,nm0938645,actor,Barry Watson,93
Bloodsport 2,FMEnt,684351,movie,3377,10,1,4.8,r,8,2.81,bloodsport 2 (a.k.a. bloodsport ii: the next kumite) (1996),action,1996,3,Bloodsport 2,3374,"nm0576509,nm0848883",actor,Daniel Bernhardt,90
High Tension,Lions,3681066,movie,76468,10,1,6.7,r,2,3.75,high tension (haute tension) (switchblade romance) (2003),horror|thriller,2005,6,High Tension,76343,nm0014960,actress,Cécile de France,91
Humpday,Magn.,407377,"","","","","","",1,2.5,humpday (2009),comedy,"","",Humpday,6325,nm1119645,actor,Mark Duplass,94
Modern Times,UA,163577,movie,254243,10,1,8.5,g,25,3.72,modern times (1936),comedy|drama|romance,1936,2,Modern Times,253859,nm0000122,actor,Charles Chaplin,87
Tomorrow Never Dies,MGM,125304276,"","","","","","",45,3.07,tomorrow never dies (1997),action|adventure|thriller,"","",Tomorrow Never Dies,201803,nm0006854,actor,Pierce Brosnan,119
American Outlaws,WB,13342790,"","","","","","",4,2.13,american outlaws (2001),action|comedy|western,"","",American Outlaws,17196,nm0562645,actor,Colin Farrell,94
Escape from the Planet of the Apes,Fox,12348905,movie,37886,10,1,6.3,g,15,3.0,escape from the planet of the apes (1971),action|sci-fi,1971,7,Escape from the Planet of the Apes,37808,nm0852279,actor,Roddy McDowall,98
Dick Tracy,BV,103738726,movie,64751,10,1,6.2,pg,26,2.88,dick tracy (1990),action|crime,1990,6,Dick Tracy,64697,nm0000886,actor,Warren Beatty,105
Bewitched,Sony,63313159,movie,74753,10,1,4.8,pg-13,13,2.27,bewitched (2005),comedy|fantasy|romance,2005,6,Bewitched,74705,nm0001188,actress,Nicole Kidman,102
Bullet to the Head,WB,9489829,movie,51782,10,1,5.7,r,1,1.5,bullet to the head (2012),action|crime|film-noir,2013,2,Bullet to the Head,51723,nm0001353,actor,Sylvester Stallone,92
Pontypool,IFC,3865,movie,34583,10,1,6.5,not rated,2,3.75,pontypool (2008),horror|thriller,2009,9,Pontypool,34525,nm0567680,actor,Stephen McHattie,93
The Revenant,Fox,183637894,movie,11225,10,1,6.3,r,1,4.5,revenant  the (2009),comedy|horror,2012,8,The Revenant,11222,nm0697934,actor,David Anders,117
Oblivion,Uni.,89107235,movie,545196,10,1,7.0,pg-13,20,3.3,oblivion (2013),action|adventure|sci-fi|imax,2013,4,Oblivion,544668,nm2676052,actor,Tom Cruise,124
The Program,BV,23032565,movie,11389,10,1,6.5,r,2,3.0,program  the (1993),action|drama,1993,9,The Program,11377,nm0911486,actor,James Caan,112
Georgia,Mira.,1110104,movie,3282,10,1,6.5,r,1,4.0,georgia (1995),drama,1995,12,Georgia,3280,nm0343260,actress,Jennifer Jason Leigh,115
Wild at Heart,Gold.,14560247,movie,98922,10,1,7.2,r,5,3.8,wild at heart (1990),crime|drama|mystery|romance|thriller,1990,8,Wild at Heart,98779,nm0000186,actor,Nicolas Cage,125
Turbo: A Power Rangers Movie,Fox,8363899,movie,9549,10,1,3.6,pg,2,2.0,turbo: a power rangers movie (1997),action|adventure|children,1997,3,Turbo: A Power Rangers Movie,9529,"nm0506619,nm0003941",actor,Jason David Frank,99
Inside Out,BV,356461711,movie,761059,10,1,8.1,pg,43,3.81,inside out (2015),adventure|animation|children|comedy|drama|fantasy,2015,6,Inside Out,758944,"nm0230032,nm0215455",actress,Amy Poehler,95
Stripes,Col.,85297000,movie,78353,10,1,6.8,r,34,3.79,stripes (1981),comedy|war,1981,6,Stripes,78246,nm0718645,actor,Bill Murray,106
Mission: Impossible III,Par.,134029801,movie,383394,10,1,6.9,pg-13,28,3.59,mission: impossible iii (2006),action|adventure|thriller,2006,5,Mission: Impossible III,382809,nm0009190,actor,Tom Cruise,126
Suspect Zero,Par.,8725813,movie,20511,10,1,5.8,r,1,3.5,suspect zero (2004),crime|thriller,2004,8,Suspect Zero,20493,nm0580729,actor,Aaron Eckhart,99
Star Wars: Episode III - Revenge of the Sith,Fox,380270577,movie,828824,10,1,7.6,pg-13,78,3.43,star wars: episode iii - revenge of the sith (2005),action|adventure|sci-fi,2005,5,Star Wars: Episode III - Revenge of the Sith,827808,nm0000184,actor,Hayden Christensen,140
One Missed Call,WB,26890041,movie,19037,10,1,6.2,r,1,1.5,one missed call (chakushin ari) (2003),horror|mystery,2004,1,One Missed Call,19027,nm0586281,actress,Kô Shibasaki,112
She's Having a Baby,Par.,16031707,movie,13622,10,1,5.9,pg-13,3,3.33,she's having a baby (1988),comedy,1988,2,She's Having a Baby,13604,nm0000455,actor,Kevin Bacon,106
Center Stage,Sony,17200925,movie,22552,10,1,6.7,pg-13,6,3.25,center stage (2000),drama|musical,2000,5,Center Stage,22529,nm0405336,actress,Amanda Schull,115
The Royal Tenenbaums,BV,52364010,movie,308191,10,1,7.6,r,68,3.68,royal tenenbaums  the (2001),comedy|drama,2002,1,The Royal Tenenbaums,307823,nm0027572,actor,Gene Hackman,110
The Importance of Being Earnest,Mira.,8384929,movie,24434,10,1,6.8,pg,10,3.85,importance of being earnest  the (2002),comedy|drama|romance,2002,6,The Importance of Being Earnest,24420,nm0662529,actor,Rupert Everett,97
Hunt for the Wilderpeople,Orch.,5205468,movie,138311,10,1,7.8,pg-13,4,4.38,hunt for the wilderpeople (2016),adventure|comedy,2016,7,Hunt for the Wilderpeople,138039,nm0169806,actor,Sam Neill,101
Brother's Keeper,CThnk,1305915,movie,4223,10,1,7.5,r,2,4.25,brother's keeper (1992),documentary,1992,9,Brother's Keeper,4220,"nm0802501,nm0075666",self,Delbert Ward,104
An American Werewolf in Paris,BV,26570463,movie,26608,10,1,5.1,r,10,2.3,american werewolf in paris  an (1997),comedy|horror|romance|thriller,1997,12,An American Werewolf in Paris,26556,nm0909026,actor,Tom Everett Scott,98
Conspiracy Theory,WB,75982834,"","","","","","",43,2.94,conspiracy theory (1997),drama|mystery|romance|thriller,"","",Conspiracy Theory,105306,nm0001149,actor,Mel Gibson,135
Garfield: A Tail of Two Kitties,Fox,28426747,"","","","","","",2,2.25,garfield: a tail of two kitties (2006),animation|children|comedy,"","",Garfield: A Tail of Two Kitties,45944,nm0384722,actor,Breckin Meyer,82
The Hunt,Magn.,613308,"","","","","","",10,4.3,hunt  the (jagten) (2012),drama,"","",The Hunt,352496,nm0899121,actor,Mads Mikkelsen,115
Educating Rita,Col.,14648076,"","","","","","",3,3.17,educating rita (1983),comedy|drama,"","",Educating Rita,14683,nm0318150,actor,Michael Caine,110
Action Jackson,Lori,20256975,movie,12007,10,1,5.5,r,3,1.67,action jackson (1988),action|comedy|crime|thriller,1988,2,Action Jackson,11983,nm0062644,actor,Carl Weathers,96
