title,studio,lifetime_gross,movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,smallLensTagCount,releaseYear,releaseMonth,nconst,tconst,titleType,primaryTitle,originalTitle,numVotes,directors,writers,category,primaryName,startYear,runtimeMinutes,averageRating,isAdult
Shakes the Clown,IRS,115103,3544,tt0102898,26291,movie,5527,10,1,5.6,r,3,2.33,shakes the clown (1992),comedy,"",1992,3,nm0001281,tt0102898,movie,Shakes the Clown,Shakes the Clown,5524,nm0001281,nm0001281,actor,Bobcat Goldthwait,1991,87,5,0
1492: Conquest of Paradise,Par.,7191399,8905,tt0103594,1492,movie,32018,10,1,6.4,pg-13,1,2.5,1492: conquest of paradise (1992),adventure|drama,"",1992,10,nm0000367,tt0103594,movie,1492: Conquest of Paradise,1492: Conquest of Paradise,31964,nm0000631,nm0097785,actor,Gérard Depardieu,1992,154,6,0
Candyman,TriS,25792310,1342,tt0103919,9529,movie,98457,10,1,6.7,r,11,2.5,candyman (1992),horror|thriller,"",1992,10,nm0000515,tt0103919,movie,Candyman,Candyman,98217,nm0741262,"nm0000850,nm0741262",actress,Virginia Madsen,1992,99,6,0
Chaplin,TriS,9493259,7618,tt0103939,10435,movie,60930,10,1,7.5,pg-13,2,3.5,chaplin (1992),drama,2,1993,1,nm0000375,tt0103939,movie,Chaplin,Chaplin,60798,nm0000277,"nm0732527,nm0000122,nm0370114,nm0101956,nm0285302,nm0001279",actor,Robert Downey Jr.,1992,143,7,0
Death Becomes Her,Uni.,58422650,3258,tt0104070,9374,movie,128071,10,1,6.6,pg-13,15,2.87,death becomes her (1992),comedy|fantasy,1,1992,7,nm0000658,tt0104070,movie,Death Becomes Her,Death Becomes Her,127731,nm0000709,"nm0233026,nm0462895",actress,Meryl Streep,1992,104,6,0
Lethal Weapon 3,WB,144731527,2002,tt0104714,943,movie,175777,10,1,6.7,r,46,2.93,lethal weapon 3 (1992),action|comedy|crime|drama,"",1992,5,nm0000154,tt0104714,movie,Lethal Weapon 3,Lethal Weapon 3,175605,nm0001149,"nm0090151,nm0436543,nm0000948",actor,Mel Gibson,1992,118,6,0
Mom and Dad Save the World,WB,2034470,49110,tt0104905,27295,movie,5080,10,1,5.3,pg,1,2.0,mom and dad save the world (1992),comedy|sci-fi,"",1992,7,nm0000414,tt0104905,movie,Mom and Dad Save the World,Mom and Dad Save the World,5071,nm0066439,"nm0558533,nm0004412",actress,Teri Garr,1992,88,5,0
Unlawful Entry,Fox,57138719,4354,tt0105699,17494,movie,18485,10,1,6.4,r,1,2.5,unlawful entry (1992),crime|thriller,"",1992,6,nm0000621,tt0105699,movie,Unlawful Entry,Unlawful Entry,18452,nm0438279,"nm0701217,nm0441205,nm0171474",actor,Kurt Russell,1992,111,6,0
For Love or Money,Uni.,11146270,453,tt0106941,9024,movie,15180,10,1,6.2,pg,5,2.8,for love or money (1993),comedy|romance,"",1993,10,nm0000150,tt0106941,movie,For Love or Money,For Love or Money,15160,nm0001756,"nm0742797,nm0465199",actor,Michael J. Fox,1993,96,6,0
Indecent Proposal,Par.,106614059,2269,tt0107211,4478,movie,76308,10,1,6.0,r,8,3.0,indecent proposal (1993),drama|romance,"",1993,4,nm0000602,tt0107211,movie,Indecent Proposal,Indecent Proposal,76166,nm0001490,"nm0257209,nm0427468",actor,Robert Redford,1993,117,6,0
Jack the Bear,Fox,5145823,8043,tt0107247,38749,movie,4327,10,1,6.5,pg-13,1,1.5,jack the bear (1993),comedy|drama,"",1993,4,nm0000362,tt0107247,movie,Jack the Bear,Jack the Bear,4322,nm0380980,"nm0564627,nm0001873",actor,Danny DeVito,1993,99,6,0
My Boyfriend's Back,BV,3335984,2552,tt0107626,31503,movie,4922,10,1,5.4,pg-13,2,1.5,my boyfriend's back (1993),comedy,"",1993,8,nm0523198,tt0107626,movie,My Boyfriend's Back,My Boyfriend's Back,4918,nm0000837,nm0520893,actor,Andrew Lowery,1993,85,5,0
The Program,BV,23032565,511,tt0107889,18133,movie,11389,10,1,6.5,r,2,3.0,program  the (1993),action|drama,"",1993,9,nm0001001,tt0107889,movie,The Program,The Program,11377,nm0911486,"nm0911486,nm0490061",actor,James Caan,1993,112,6,0
The Real McCoy,Uni.,6484246,7031,tt0107927,2047,"","","","","","",1,4.0,real mccoy  the (1993),action|crime|drama|thriller,"","","",nm0000107,tt0107927,movie,The Real McCoy,The Real McCoy,9500,nm0611683,"nm0522857,nm0204030,nm0651758",actress,Kim Basinger,1993,105,5,0
The War Room,Oct.,901668,556,tt0108515,26408,movie,4384,10,1,7.4,pg,6,3.33,war room  the (1993),documentary,1,"","",nm0142598,tt0108515,movie,The War Room,The War Room,4380,"nm0373698,nm0672060",\N,self,James Carville,1993,96,7,0
Go Fish,Gold.,2405285,461,tt0109913,18620,movie,2308,10,1,5.7,r,4,2.75,go fish (1994),drama|romance,"",1994,7,nm0110922,tt0109913,movie,Go Fish,Go Fish,2304,nm0873266,"nm0877587,nm0873266",actress,V.S. Brodie,1994,83,5,0
Houseguest,BV,26325256,248,tt0110066,17207,"","","","","","",17,3.18,houseguest (1994),comedy,2,"","",nm0005435,tt0110066,movie,Houseguest,Houseguest,7391,nm0589168,"nm0223844,nm0310782",actor,Sinbad,1995,113,5,0
Jupiter's Wife,AL,10622,128,tt0110217,290157,movie,249,10,1,7.1,not rated,1,3.0,jupiter's wife (1994),documentary,"",1995,9,nm0169012,tt0110217,movie,Jupiter's Wife,Jupiter's Wife,249,nm0624516,"nm0604666,nm0624516",self,Maggie Cogan,1995,87,7,0
Love Affair,WB,18272894,270,tt0110391,43742,movie,5006,10,1,6.0,pg-13,5,3.4,love affair (1994),drama|romance,"",1994,10,nm0000886,tt0110391,movie,Love Affair,Love Affair,4998,nm0139111,"nm0186118,nm0564970,nm0202681,nm0829330,nm0001801,nm0000886",actor,Warren Beatty,1994,108,6,0
Monkey Trouble,NL,16453258,5591,tt0110557,41582,movie,7110,10,1,5.3,pg,1,1.0,monkey trouble (1994),children|comedy,"",1994,3,nm0000301,tt0110557,movie,Monkey Trouble,Monkey Trouble,7105,nm0002171,"nm0002171,nm0471217",actress,Thora Birch,1994,96,5,0
Muriel's Wedding,Mira.,15119639,342,tt0110598,236,movie,41096,10,1,7.2,r,33,3.27,muriel's wedding (1994),comedy,2,1995,3,nm0001057,tt0110598,movie,Muriel's Wedding,Muriel's Wedding,41054,nm0389591,nm0389591,actress,Toni Collette,1994,106,7,0
Natural Born Killers,WB,50282766,288,tt0110632,241,"","","","","","",92,3.23,natural born killers (1994),action|crime|thriller,6,"","",nm0000437,tt0110632,movie,Natural Born Killers,Natural Born Killers,246404,nm0000231,"nm0000233,nm0892705,nm0752116,nm0000231",actor,Woody Harrelson,1994,119,7,0
Princess Caraboo,TriS,3062530,580,tt0110892,37345,movie,2915,10,1,6.0,pg,5,2.8,princess caraboo (1994),drama,"",1994,9,nm0000121,tt0110892,movie,Princess Caraboo,Princess Caraboo,2910,nm0042472,"nm0042472,nm0920272",actress,Phoebe Cates,1994,97,6,0
Radioland Murders,Uni.,1316865,513,tt0110939,22588,movie,3859,10,1,6.1,pg,4,3.38,radioland murders (1994),comedy|mystery|romance,2,1994,10,nm0000903,tt0110939,movie,Radioland Murders,Radioland Murders,3851,nm0809321,"nm0000184,nm0404754,nm0441718,nm0719734,nm0651592",actor,Brian Benben,1994,108,6,0
Widows' Peak,FL,6243722,452,tt0111712,25440,movie,1841,10,1,6.7,pg,3,3.0,widows' peak (1994),drama,"",1994,5,nm0687506,tt0111712,movie,Widows' Peak,Widows' Peak,1834,nm0410139,nm0502643,actress,Joan Plowright,1994,101,6,0
Bloodsport 2,FMEnt,684351,667,tt0112536,25087,movie,3377,10,1,4.8,r,8,2.81,bloodsport 2 (a.k.a. bloodsport ii: the next kumite) (1996),action,"",1996,3,nm0076780,tt0112536,movie,Bloodsport 2,Bloodsport 2,3374,"nm0576509,nm0848883",nm0770360,actor,Daniel Bernhardt,1996,90,4,0
Fallen Angels,Kino,163145,1757,tt0112913,11220,movie,47701,10,1,7.6,not rated,1,2.0,fallen angels (duo luo tian shi) (1995),drama|romance,"",1998,1,nm0481709,tt0112913,movie,Fallen Angels,Do lok tin si,47497,nm0939182,nm0939182,actor,Leon Lai,1995,99,7,0
Georgia,Mira.,1110104,55,tt0113158,97406,movie,3282,10,1,6.5,r,1,4.0,georgia (1995),drama,"",1995,12,nm0000492,tt0113158,movie,Georgia,Georgia,3280,nm0343260,nm0193009,actress,Jennifer Jason Leigh,1995,115,6,0
Halloween: The Curse of Michael Myers,Dim.,15116634,891,tt0113253,10987,movie,41223,10,1,4.7,r,5,3.8,halloween: the curse of michael myers (halloween 6: the curse of michael myers) (1995),horror|thriller,"",1995,9,nm0000587,tt0113253,movie,Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers,41074,nm0152640,"nm0384185,nm0000118,nm0268107",actor,Donald Pleasence,1995,87,4,0
Hideaway,Sony,12201255,240,tt0113303,27303,movie,7290,10,1,5.3,r,4,2.38,hideaway (1995),thriller,"",1995,3,nm0000156,tt0113303,movie,Hideaway,Hideaway,7286,nm0502577,"nm0465588,nm0001825,nm0422791",actor,Jeff Goldblum,1995,106,5,0
It's My Party,MGM,622503,685,tt0113443,33245,"","","","","","",2,4.0,it's my party (1996),drama,"","","",nm0000616,tt0113443,movie,It's My Party,It's My Party,3180,nm0459170,nm0459170,actor,Eric Roberts,1996,110,7,0
Judge Dredd,BV,34693481,173,tt0113492,9482,movie,123129,10,1,5.6,r,62,2.67,judge dredd (1995),action|crime|sci-fi,"",1995,6,nm0000230,tt0113492,movie,Judge Dredd,Judge Dredd,122939,nm0134176,"nm0905957,nm0264338,nm0006894,nm0936537,nm0211823",actor,Sylvester Stallone,1995,96,5,0
A Kid in King Arthur's Court,BV,13406717,258,tt0113538,37108,movie,6629,10,1,4.7,pg,10,2.6,kid in king arthur's court  a (1995),adventure|children|comedy|fantasy|romance,"",1995,8,nm0005272,tt0113538,movie,A Kid in King Arthur's Court,A Kid in King Arthur's Court,6620,nm0331998,"nm0663933,nm0506597",actor,Thomas Ian Nicholas,1995,89,4,0
Mad Love,BV,15453274,179,tt0113729,47608,movie,6895,10,1,5.3,pg-13,2,1.5,mad love (1995),drama|romance,"",1995,5,nm0000563,tt0113729,movie,Mad Love,Mad Love,6889,nm0000944,nm0590360,actor,Chris O'Donnell,1995,93,5,0
Beyond the Clouds,Sce.,31738,7109,tt0114086,33517,movie,6138,10,1,6.4,not rated,1,3.0,beyond the clouds (al di là delle nuvole) (1996),drama|romance,"",1995,10,nm0000272,tt0114086,movie,Beyond the Clouds,Al di là delle nuvole,6136,"nm0000774,nm0000694","nm0346096,nm0000774,nm0000694,nm1083852,nm1735351",actress,Fanny Ardant,1995,110,6,0
Pocahontas,BV,141579773,48,tt0114148,10530,movie,198847,10,1,6.7,g,68,3.15,pocahontas (1995),animation|children|drama|musical|romance,"",1995,6,nm0000154,tt0114148,movie,Pocahontas,Pocahontas,198493,"nm0300265,nm0325196","nm0082772,nm0335666,nm0493857,nm0443855,nm0335469,nm0957798,nm0560329,nm0326814,nm0436314,nm0322368,nm0316727,nm0606407,nm1190000,nm0548211,nm0118333,nm0152284,nm0142200,nm0278181,nm0424666,nm0389445,nm0699213,nm0710181,nm1786806,nm0563602,nm0234837,nm0460146,nm0300265",actor,Mel Gibson,1995,81,6,0
Reckless,MGM,8289916,189,tt0114241,58372,movie,504,10,1,5.1,pg-13,1,3.0,reckless (1995),comedy|fantasy,"",1995,11,nm0001201,tt0114241,movie,Reckless,Reckless,504,nm0720000,nm0524108,actress,Mia Farrow,1995,91,5,0
To Die For,Sony,21284514,45,tt0114681,577,movie,51507,10,1,6.8,r,32,3.31,to die for (1995),comedy|drama|thriller,1,1995,10,nm0000173,tt0114681,movie,To Die For,To Die For,51445,nm0001814,"nm0562767,nm0377750",actress,Nicole Kidman,1995,106,6,0
12 Monkeys,Uni.,57141459,32,tt0114746,63,movie,637741,10,1,8.0,r,177,3.98,twelve monkeys (a.k.a. 12 monkeys) (1995),mystery|sci-fi|thriller,10,1996,1,nm0000246,tt0114746,movie,12 Monkeys,Twelve Monkeys,637213,nm0000416,"nm0003408,nm0672459,nm0672466",actor,Bruce Willis,1995,129,8,0
Bernie,MNE,9206470,87413,tt0115658,19963,movie,3957,10,1,7.1,"",2,1.75,bernie (1996),comedy|drama,"",1996,11,nm0674816,tt0115658,movie,Bernie,Bernie,3950,nm0243355,"nm0243355,nm0491229",actress,Claude Perron,1996,87,7,0
Evita,BV,50047179,1416,tt0116250,8818,"","","","","","",12,3.42,evita (1996),drama|musical,1,"","",nm0000187,tt0116250,movie,Evita,Evita,37048,nm0000570,"nm0005358,nm0000570,nm0000231",actress,Madonna,1996,135,6,0
The Great White Hype,Fox,8008255,725,tt0116448,20759,movie,10555,10,1,5.5,r,5,2.5,great white hype  the (1996),comedy,"",1996,5,nm0000168,tt0116448,movie,The Great White Hype,The Great White Hype,10550,nm0399737,"nm0376676,nm0005421",actor,Samuel L. Jackson,1996,91,5,0
If Lucy Fell,Sony,2420162,118,tt0116606,10324,movie,4279,10,1,4.9,r,2,2.5,if lucy fell (1996),comedy|romance,"",1996,3,nm0000572,tt0116606,movie,If Lucy Fell,If Lucy Fell,4278,nm0769703,"nm0769703,nm0819045",actress,Sarah Jessica Parker,1996,92,4,0
James and the Giant Peach,BV,28946127,661,tt0116683,10539,movie,72776,10,1,6.7,pg,49,3.45,james and the giant peach (1996),adventure|animation|children|fantasy|musical,"",1996,4,nm0856057,tt0116683,movie,James and the Giant Peach,James and the Giant Peach,72618,nm0783139,"nm0001094,nm0456732,nm0731271,nm0089237",actor,Paul Terry,1996,79,6,0
Jingle All the Way,Fox,60592389,1359,tt0116705,9279,movie,110747,10,1,5.7,pg,18,2.86,jingle all the way (1996),children|comedy,"",1996,11,nm0000216,tt0116705,movie,Jingle All the Way,Jingle All the Way,110544,nm0505152,nm0466473,actor,Arnold Schwarzenegger,1996,89,5,0
Ransom,BV,136492681,832,tt0117438,3595,movie,133379,10,1,6.7,r,37,3.34,ransom (1996),crime|thriller,4,1996,11,nm0000154,tt0117438,movie,Ransom,Ransom,133241,nm0000165,"nm0401738,nm0537363,nm0697115,nm0407245",actor,Mel Gibson,1996,121,6,0
The Rock,BV,134069511,733,tt0117500,9802,"","","","","","",121,3.64,rock  the (1996),action|adventure|thriller,3,"","",nm0000125,tt0117500,movie,The Rock,The Rock,352205,nm0000881,"nm0918711,nm0177018,nm0743119",actor,Sean Connery,1996,136,7,0
Anna Karenina,Focus,12816367,1496,tt0118623,50512,movie,6104,10,1,6.2,pg-13,1,4.0,anna karenina (1997),drama|romance,1,1997,4,nm0000521,tt0118623,movie,Anna Karenina,Anna Karenina,6099,nm0741262,"nm0866243,nm0741262",actress,Sophie Marceau,1997,108,6,0
Austin Powers: International Man of Mystery,NL,53883989,1517,tt0118655,816,"","","","","","",100,3.54,austin powers: international man of mystery (1997),action|adventure|comedy,"","","",nm0000196,tt0118655,movie,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,252219,nm0005366,nm0000196,actor,Mike Myers,1997,94,7,0
Baby Geniuses,Sony,27250736,2555,tt0118665,22345,"","","","","","",3,1.67,baby geniuses (1999),comedy,"","","",nm0000678,tt0118665,movie,Baby Geniuses,Baby Geniuses,27408,nm0163706,"nm0666999,nm0559228,nm0335835,nm0163706,nm0584121",actress,Kathleen Turner,1999,97,2,0
Boogie Nights,NL,26400640,1673,tt0118749,4995,movie,277377,10,1,7.9,r,39,4.08,boogie nights (1997),drama,"",1997,10,nm0000242,tt0118749,movie,Boogie Nights,Boogie Nights,277032,nm0000759,nm0000759,actor,Mark Wahlberg,1997,155,7,0
The Borrowers,Poly,22619589,1848,tt0118755,9449,"","","","","","",12,3.04,borrowers  the (1997),adventure|children|comedy|fantasy,"","","",nm0000422,tt0118755,movie,The Borrowers,The Borrowers,23240,nm0382072,"nm0636260,nm0779170,nm0436960",actor,John Goodman,1997,89,5,0
Funny Games,WIP,1294919,6975,tt0119167,10234,movie,81572,10,1,7.5,not rated,5,3.2,funny games (1997),drama|horror|thriller,"",1998,3,nm0521443,tt0119167,movie,Funny Games,Funny Games,81383,nm0359734,nm0359734,actress,Susanne Lothar,1997,108,7,0
Great Expectations,Fox,26420672,1735,tt0119223,9410,movie,56104,10,1,6.8,r,11,3.32,great expectations (1998),drama|romance,1,1998,1,nm0000160,tt0119223,movie,Great Expectations,Great Expectations,56041,nm0190859,"nm0002042,nm0322248",actor,Ethan Hawke,1998,111,6,0
A Life Less Ordinary,Fox,4366722,1658,tt0119535,8067,movie,36823,10,1,6.3,r,8,3.06,life less ordinary  a (1997),romance|thriller,"",1997,10,nm0000139,tt0119535,movie,A Life Less Ordinary,A Life Less Ordinary,36788,nm0000965,nm0388076,actress,Cameron Diaz,1997,103,6,0
Twilight,Sum.,192769854,1791,tt0119594,26269,movie,13868,10,1,6.2,r,3,2.33,twilight (1998),crime|drama|thriller,"",1998,3,nm0000056,tt0119594,movie,Twilight,Twilight,13853,nm0000914,"nm0000914,nm0751720",actor,Paul Newman,1998,94,6,0
Princess Mononoke,Mira.,3799185,3000,tt0119698,128,movie,419421,10,1,8.3,pg-13,48,3.96,princess mononoke (mononoke-hime) (1997),action|adventure|animation|drama|fantasy,6,1997,12,nm0559444,tt0119698,movie,Princess Mononoke,Mononoke-hime,418542,nm0594503,"nm0594503,nm0301274",actor,Yôji Matsuda,1997,134,8,0
Savior,Lions,14328,2358,tt0120070,2042,movie,11370,10,1,7.2,r,1,4.0,savior (1998),drama|war,"",1998,11,nm0000598,tt0120070,movie,Savior,Savior,11365,nm0031342,nm0650601,actor,Dennis Quaid,1998,103,7,0
Turbulence,MGM,11538235,1427,tt0120390,34314,movie,12439,10,1,4.9,r,1,1.0,turbulence (1997),action|thriller,"",1997,1,nm0000501,tt0120390,movie,Turbulence,Turbulence,12431,nm0125111,nm0107954,actor,Ray Liotta,1997,100,4,0
American History X,NL,6719864,2329,tt0120586,73,movie,1165173,10,1,8.5,r,129,4.22,american history x (1998),crime|drama,5,1998,11,nm0001570,tt0120586,movie,American History X,American History X,1163621,nm0443411,nm0571346,actor,Edward Norton,1998,119,8,0
The Deep End of the Ocean,Sony,13898649,2546,tt0120646,30943,"","","","","","",2,3.25,deep end of the ocean  the (1999),drama,"","","",nm0000201,tt0120646,movie,The Deep End of the Ocean,The Deep End of the Ocean,18821,nm0343260,"nm0593066,nm0771496",actress,Michelle Pfeiffer,1999,106,6,0
Gods and Monsters,Lions,6451628,2333,tt0120684,3033,movie,32441,10,1,7.3,r,4,4.13,gods and monsters (1998),drama,"",1998,11,nm0005212,tt0120684,movie,Gods and Monsters,Gods and Monsters,32412,nm0174374,"nm0104161,nm0174374",actor,Ian McKellen,1998,105,7,0
Godzilla,Sony,136314294,1882,tt0120685,929,movie,199859,10,1,5.4,pg-13,33,1.95,godzilla (1998),action|sci-fi|thriller,"",1998,5,nm0000111,tt0120685,movie,Godzilla,Godzilla,199665,nm0000386,"nm0002041,nm0000386,nm0254645,nm0744429",actor,Matthew Broderick,1998,139,5,0
The Green Mile,WB,136801374,3147,tt0120689,497,movie,1371335,10,1,8.6,r,111,4.15,green mile  the (1999),crime|drama,1,1999,12,nm0000158,tt0120689,movie,The Green Mile,The Green Mile,1369018,nm0001104,"nm0000175,nm0001104",actor,Tom Hanks,1999,189,8,0
Strike!,Mira.,907996,2172,tt0120692,19381,movie,7497,10,1,6.6,pg-13,1,3.0,strike! (a.k.a. all i wanna do  the hairy bird) (1998),comedy|drama,"",1998,9,nm0000379,tt0120692,movie,Strike!,Strike!,7491,nm0449576,nm0449576,actress,Kirsten Dunst,1998,97,6,0
Mission: Impossible II,Par.,215409889,3623,tt0120755,955,movie,370126,10,1,6.1,pg-13,77,2.71,mission: impossible ii (2000),action|adventure|thriller,"",2000,5,nm0000129,tt0120755,movie,Mission: Impossible II,Mission: Impossible II,369510,nm0000247,"nm0312367,nm0601822,nm0103804,nm0001801",actor,Tom Cruise,2000,123,6,0
My Favorite Martian,BV,36850101,2498,tt0120764,9849,movie,14235,10,1,5.1,pg,5,2.1,my favorite martian (1999),comedy|sci-fi,"",1999,2,nm0000502,tt0120764,movie,My Favorite Martian,My Favorite Martian,14221,nm0677953,"nm0338804,nm0832300,nm0646818",actor,Christopher Lloyd,1999,94,5,0
The Odd Couple II,Par.,18912328,1837,tt0120773,27472,movie,10546,10,1,6.4,pg-13,4,2.25,odd couple ii  the (1998),comedy,"",1998,4,nm0000493,tt0120773,movie,The Odd Couple II,The Odd Couple II,10532,nm0222043,nm0800319,actor,Jack Lemmon,1998,97,6,0
Slums of Beverly Hills,FoxS,5502773,2155,tt0120831,14662,movie,14377,10,1,6.7,r,8,3.63,slums of beverly hills  the (1998),comedy|drama,"",1998,9,nm0005169,tt0120831,movie,Slums of Beverly Hills,Slums of Beverly Hills,14361,nm0420982,nm0420982,actress,Natasha Lyonne,1998,91,6,0
Tea with Mussolini,MGM,14401563,2436,tt0120857,10368,movie,14021,10,1,6.9,pg,6,4.25,tea with mussolini (1999),comedy|drama|war,"",1999,5,nm0001749,tt0120857,movie,Tea with Mussolini,Un tè con Mussolini,14012,nm0001874,"nm0607876,nm0001874",actress,Maggie Smith,1999,117,6,0
Star Wars: Episode II - Attack of the Clones,Fox,310676740,5378,tt0121765,1894,movie,744039,10,1,6.6,pg,92,3.16,star wars: episode ii - attack of the clones (2002),action|adventure|sci-fi|imax,"",2002,5,nm0159789,tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,743167,nm0000184,"nm0000184,nm0355054",actor,Hayden Christensen,2002,142,6,0
Return to Me,MGM,32722798,3512,tt0122459,2621,movie,22233,10,1,6.9,pg,8,3.56,return to me (2000),drama|romance,1,2000,4,nm0000141,tt0122459,movie,Return to Me,Return to Me,22199,nm0001372,"nm0001372,nm0482141,nm0827632,nm0329224",actor,David Duchovny,2000,115,6,0
The Cider House Rules,Mira.,57545092,3148,tt0124315,1715,movie,103511,10,1,7.4,pg-13,26,3.75,cider house rules  the (1999),drama,"",2000,1,nm0001497,tt0124315,movie,The Cider House Rules,The Cider House Rules,103420,nm0002120,nm0410288,actor,Tobey Maguire,1999,126,7,0
Election,Par.,14902041,2599,tt0126886,9451,movie,102057,10,1,7.3,r,56,3.66,election (1999),comedy,"",1999,5,nm0000111,tt0126886,movie,Election,Election,101855,nm0668247,"nm0674909,nm0668247,nm0852591",actor,Matthew Broderick,1999,103,7,0
Dinosaur,BV,137748063,3615,tt0130623,10567,movie,65651,10,1,6.4,pg,14,3.11,dinosaur (2000),adventure|animation|children,"",2000,5,nm0000665,tt0130623,movie,Dinosaur,Dinosaur,65542,"nm0500343,nm0957798","nm0258059,nm0365666,nm0414608,nm0957798,nm0338396,nm0348356,nm0682473,nm0731271,nm1014201,nm1073262",actor,D.B. Sweeney,2000,82,6,0
Teaching Mrs. Tingle,Mira.,8951935,2806,tt0133046,10342,movie,21437,10,1,5.3,pg-13,9,2.33,teaching mrs. tingle (1999),comedy|thriller,"",1999,8,nm0000545,tt0133046,movie,Teaching Mrs. Tingle,Teaching Mrs. Tingle,21426,nm0932078,nm0932078,actress,Helen Mirren,1999,96,5,0
Autumn Tale,Oct.,2205339,2708,tt0137439,10239,movie,6037,10,1,7.4,pg,3,4.0,autumn tale  an (conte d'automne) (1998),romance,"",1998,9,nm0729691,tt0137439,movie,Autumn Tale,Conte d'automne,6022,nm0006445,nm0006445,actress,Marie Rivière,1998,112,7,0
The War Zone,Lot47,254441,3150,tt0141974,42739,movie,10949,10,1,7.3,r,2,3.25,war zone  the (1999),drama|thriller,"",1999,6,nm0935653,tt0141974,movie,The War Zone,The War Zone,10937,nm0000619,nm0835635,actor,Ray Winstone,1999,98,7,0
Highlander: Endgame,Mira.,12811858,3889,tt0144964,12211,movie,21066,10,1,4.6,r,6,2.25,highlander: endgame (highlander iv) (2000),action|adventure|fantasy,"",2000,9,nm0000483,tt0144964,movie,Highlander: Endgame,Highlander: Endgame,21052,nm0007439,"nm0927074,nm0077171,nm0395741,nm0659949,nm0812373",actor,Christopher Lambert,2000,87,4,0
