title,title_lc,studio,directors,contentRate,rnTimeMin,genres,rlYr,rlMnth,type,primaryName,category,numVotes,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg,gross
Life After Beth,life after beth (2014),0.0,164.0,33.0,89.0,590.0,16.0,16.0,1.0,8.0,2557.0,23206.0,23240.0,10.0,1.0,5.6,1.0,3.5,88273.0
Above the Rim,above the rim (1994),0.0,8.0,9.0,96.0,1298.0,21.0,21.0,0.0,2.0,624.0,16756.0,16788.0,10.0,1.0,6.6,1.0,2.0,1.619232E7
Homeward Bound II: Lost in San Francisco,homeward bound ii: lost in san francisco (1996),0.0,54.0,2.0,88.0,44.0,8.0,8.0,0.0,2.0,291.0,15919.0,15949.0,10.0,1.0,5.9,14.0,3.57,3.2772492E7
Children of Men,children of men (2006),0.0,119.0,1.0,109.0,150.0,1.0,1.0,1.0,10.0,287.0,519877.0,520390.0,10.0,1.0,7.9,64.0,3.95,3.5552383E7
Family Business,family business (1989),0.0,1.0,12.0,110.0,18.0,27.0,27.0,0.0,3.0,25.0,13500.0,13523.0,10.0,1.0,5.7,2.0,2.25,1.2195695E7
Nick of Time,nick of time (1995),0.0,18.0,4.0,90.0,5.0,9.0,9.0,0.0,4.0,33.0,44555.0,44591.0,10.0,1.0,6.3,10.0,3.25,8175346.0
My Mother's Castle,my mother's castle (château de ma mère  le) (1990),1.0,2.0,48.0,98.0,1687.0,93.0,93.0,0.0,12.0,739.0,5513.0,0.0,0.0,0.0,0.0,1.0,4.0,1477071.0
Mom and Dad Save the World,mom and dad save the world (1992),0.0,35.0,0.0,88.0,2370.0,24.0,24.0,1.0,8.0,517.0,5071.0,5080.0,10.0,1.0,5.3,1.0,2.0,2034470.0
Logan,logan (2017),0.0,40.0,289.0,137.0,110.0,31.0,31.0,0.0,2.0,157.0,808196.0,809555.0,10.0,1.0,8.1,25.0,4.28,7137.0
Dave,dave (1993),0.0,3.0,0.0,110.0,114.0,23.0,23.0,0.0,11.0,28.0,56064.0,56124.0,10.0,1.0,6.9,76.0,3.55,6.327071E7
Don't Be Afraid of the Dark,don't be afraid of the dark (2010),0.0,9.0,83.0,99.0,365.0,17.0,17.0,1.0,1.0,2698.0,50244.0,50268.0,10.0,1.0,5.5,2.0,3.0,2.4046682E7
Drive Angry,drive angry (2011),0.0,219.0,47.0,104.0,0.0,17.0,17.0,0.0,9.0,956.0,102374.0,102440.0,10.0,1.0,5.4,2.0,3.75,1.0721033E7
Gettysburg,gettysburg (1993),1.0,14.0,9.0,271.0,119.0,93.0,93.0,0.0,12.0,598.0,30722.0,0.0,0.0,0.0,0.0,9.0,3.67,1.076996E7
I Am Sam,i am sam (2001),0.0,0.0,9.0,132.0,47.0,0.0,0.0,0.0,10.0,990.0,153714.0,153834.0,10.0,1.0,7.6,17.0,3.76,4.0311852E7
Eragon,eragon (2006),0.0,34.0,3.0,104.0,1304.0,3.0,3.0,0.0,3.0,1619.0,129224.0,129294.0,10.0,1.0,5.1,12.0,2.33,7.5030163E7
Cirque du Freak: The Vampire's Assistant,cirque du freak: the vampire's assistant (2009),0.0,257.0,1.0,119.0,1163.0,19.0,19.0,0.0,0.0,329.0,47651.0,47682.0,10.0,1.0,5.8,1.0,2.0,1.3869515E7
High Heels and Low Lifes,high heels and low lifes (2001),0.0,105.0,2.0,86.0,1731.0,4.0,4.0,0.0,0.0,451.0,3663.0,3663.0,10.0,1.0,6.1,1.0,3.0,228194.0
Mrs. Henderson Presents,mrs. henderson presents (2005),0.0,2.0,22.0,103.0,238.0,3.0,3.0,1.0,9.0,35.0,16232.0,16245.0,10.0,1.0,7.0,2.0,2.0,1.1036366E7
Goldfinger,goldfinger (1964),0.0,25.0,18.0,110.0,18.0,52.0,52.0,0.0,10.0,294.0,198705.0,198946.0,10.0,1.0,7.7,53.0,3.84,5.1081062E7
Cruel Intentions,cruel intentions (1999),1.0,0.0,5.0,97.0,397.0,93.0,93.0,1.0,12.0,417.0,200721.0,0.0,0.0,0.0,0.0,40.0,3.23,3.8773785E7
Let's Go to Prison,let's go to prison (2006),0.0,1.0,1.0,84.0,1248.0,3.0,3.0,0.0,4.0,998.0,26281.0,26296.0,10.0,1.0,5.9,3.0,1.33,4630045.0
The Passenger,passenger  the (professione: reporter) (1975),0.0,0.0,7.0,126.0,29.0,46.0,46.0,0.0,5.0,1172.0,25446.0,25494.0,10.0,1.0,7.5,1.0,5.0,620155.0
Radioland Murders,radioland murders (1994),0.0,641.0,1.0,108.0,1094.0,21.0,21.0,0.0,0.0,451.0,3851.0,3859.0,10.0,1.0,6.1,4.0,3.38,1316865.0
Star Wars: Episode II - Attack of the Clones,star wars: episode ii - attack of the clones (2002),0.0,58.0,3.0,142.0,230.0,0.0,0.0,0.0,11.0,257.0,743167.0,744039.0,10.0,1.0,6.6,92.0,3.16,3.1067674E8
Videodrome,videodrome (1983),0.0,249.0,1.0,87.0,349.0,35.0,35.0,0.0,9.0,23.0,100192.0,100430.0,10.0,1.0,7.2,8.0,3.69,2120439.0
Primal Fear,primal fear (1996),0.0,39.0,4.0,129.0,46.0,8.0,8.0,0.0,5.0,223.0,239781.0,240195.0,10.0,1.0,7.7,35.0,3.64,5.6116183E7
Syriana,syriana (2005),0.0,7.0,0.0,128.0,22.0,7.0,7.0,0.0,3.0,1656.0,133321.0,133372.0,10.0,1.0,6.9,16.0,3.53,5.082462E7
Shakespeare Behind Bars,shakespeare behind bars (2005),0.0,6.0,129.0,93.0,1447.0,93.0,93.0,4.0,12.0,2175.0,376.0,376.0,10.0,1.0,7.6,1.0,2.5,48594.0
Local Hero,local hero (1983),1.0,1.0,0.0,111.0,320.0,93.0,93.0,0.0,12.0,843.0,26055.0,0.0,0.0,0.0,0.0,9.0,4.06,5895761.0
Brewster's Millions,brewster's millions (1985),0.0,1.0,1.0,102.0,294.0,32.0,32.0,0.0,11.0,60.0,42061.0,42147.0,10.0,1.0,6.5,8.0,2.94,4.0833132E7
We Are Marshall,we are marshall (2006),0.0,0.0,0.0,131.0,52.0,3.0,3.0,0.0,3.0,237.0,64016.0,64075.0,10.0,1.0,7.0,2.0,3.75,4.3545364E7
Mamma Mia!,mamma mia! (2008),0.0,90.0,1.0,108.0,25.0,10.0,10.0,1.0,8.0,1113.0,264921.0,265399.0,10.0,1.0,6.5,14.0,2.96,1.44169664E8
Mr. Wrong,mr. wrong (1996),0.0,1.0,2.0,96.0,669.0,8.0,8.0,1.0,9.0,283.0,5307.0,5311.0,10.0,1.0,3.8,5.0,2.4,1.2825141E7
Super 8,super 8 (2011),0.0,709.0,4.0,112.0,668.0,17.0,17.0,1.0,7.0,375.0,363954.0,364161.0,10.0,1.0,7.0,21.0,3.6,1.27004179E8
Kirk Cameron's Saving Christmas,saving christmas (2014),0.0,15.0,20.0,79.0,754.0,16.0,16.0,0.0,4.0,1583.0,16559.0,16568.0,10.0,1.0,1.3,1.0,0.5,2783970.0
The Elephant Man,elephant man  the (1980),0.0,0.0,4.0,124.0,35.0,36.0,36.0,0.0,0.0,99.0,253093.0,253433.0,10.0,1.0,8.2,17.0,4.03,2.6010864E7
The Real Blonde,real blonde  the (1997),0.0,1.0,4.0,105.0,246.0,6.0,6.0,0.0,9.0,494.0,4297.0,4300.0,10.0,1.0,6.1,1.0,3.5,83488.0
The Browning Version,browning version  the (1994),1.0,0.0,4.0,97.0,305.0,93.0,93.0,0.0,12.0,349.0,3520.0,0.0,0.0,0.0,0.0,2.0,3.5,487391.0
Remo Williams: The Adventure Begins,remo williams: the adventure begins (1985),1.0,62.0,17.0,121.0,468.0,93.0,93.0,0.0,12.0,294.0,13472.0,0.0,0.0,0.0,0.0,3.0,2.33,1.4393902E7
Kissing Jessica Stein,kissing jessica stein (2001),0.0,3.0,11.0,97.0,710.0,0.0,0.0,1.0,5.0,1747.0,17303.0,17312.0,10.0,1.0,6.6,4.0,3.38,7025722.0
Living Out Loud,living out loud (1998),0.0,5.0,9.0,100.0,477.0,6.0,6.0,1.0,4.0,418.0,5006.0,5009.0,10.0,1.0,6.5,3.0,3.0,1.2905901E7
Liberty Heights,liberty heights (1999),1.0,0.0,0.0,127.0,134.0,93.0,93.0,0.0,12.0,7.0,6968.0,0.0,0.0,0.0,0.0,2.0,4.0,3736868.0
All the King's Men,all the king's men (1949),1.0,0.0,5.0,110.0,1103.0,93.0,93.0,0.0,12.0,2183.0,16129.0,0.0,0.0,0.0,0.0,4.0,4.25,7221458.0
Executive Decision,executive decision (1996),0.0,25.0,0.0,133.0,54.0,8.0,8.0,0.0,2.0,489.0,60516.0,60598.0,10.0,1.0,6.5,41.0,3.38,5.6569216E7
No Reservations,no reservations (2007),0.0,5.0,0.0,104.0,1137.0,1.0,1.0,1.0,8.0,296.0,77477.0,77536.0,10.0,1.0,6.3,2.0,3.25,4.3107979E7
The Art of War,art of war  the (2000),1.0,18.0,0.0,117.0,79.0,93.0,93.0,0.0,12.0,393.0,30630.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0208599E7
The Girl Next Door,girl next door  the (2004),0.0,3.0,3.0,109.0,222.0,5.0,5.0,0.0,5.0,398.0,234949.0,235278.0,10.0,1.0,6.7,20.0,3.13,1.4589444E7
The Lives of Others,lives of others  the (das leben der anderen) (2006),0.0,91.0,8.0,137.0,2439.0,1.0,1.0,0.0,2.0,747.0,402970.0,403431.0,10.0,1.0,8.4,34.0,4.12,1.1286112E7
The Dance of Reality,dance of reality  the (danza de la realidad  la) (2013),0.0,63.0,145.0,133.0,1104.0,22.0,22.0,0.0,6.0,918.0,9382.0,9388.0,10.0,1.0,7.5,1.0,3.5,293680.0
Super Mario Bros.,super mario bros. (1993),0.0,363.0,2.0,104.0,212.0,23.0,23.0,0.0,11.0,912.0,61729.0,61814.0,10.0,1.0,4.1,21.0,2.0,2.0915465E7
Taxi,taxi (2004),0.0,13.0,3.0,97.0,383.0,5.0,5.0,1.0,0.0,133.0,44243.0,44286.0,10.0,1.0,4.5,2.0,1.75,3.6611066E7
Kinsey,kinsey (2004),0.0,0.0,11.0,118.0,43.0,7.0,7.0,0.0,10.0,218.0,50568.0,50592.0,10.0,1.0,7.1,8.0,3.13,1.0254979E7
Repo Men,repo men (2010),0.0,22.0,1.0,111.0,188.0,18.0,18.0,0.0,2.0,2200.0,109709.0,109779.0,10.0,1.0,6.3,6.0,3.5,1.3794835E7
30 Minutes or Less,30 minutes or less (2011),0.0,27.0,5.0,83.0,96.0,17.0,17.0,0.0,1.0,553.0,105537.0,105622.0,10.0,1.0,6.1,6.0,2.67,3.7053924E7
Dead Heat,dead heat (1988),0.0,178.0,57.0,84.0,558.0,25.0,25.0,0.0,11.0,869.0,9000.0,9020.0,10.0,1.0,6.1,1.0,3.0,3588626.0
Peaceful Warrior,peaceful warrior (2006),1.0,0.0,19.0,120.0,2252.0,93.0,93.0,0.0,12.0,445.0,29450.0,0.0,0.0,0.0,0.0,1.0,5.0,3960414.0
Funny People,funny people (2009),0.0,2.0,1.0,146.0,11.0,19.0,19.0,0.0,8.0,278.0,122698.0,122755.0,10.0,1.0,6.3,5.0,3.5,5.1855045E7
Blue in the Face,blue in the face (1995),0.0,2.0,6.0,83.0,146.0,9.0,9.0,0.0,0.0,1178.0,9963.0,9978.0,10.0,1.0,6.6,3.0,3.33,1268636.0
Emma,emma (1996),0.0,57.0,6.0,107.0,239.0,14.0,14.0,1.0,9.0,1876.0,5982.0,5987.0,10.0,1.0,7.0,1.0,3.5,2.2231658E7
Circus,circus (2000),1.0,10.0,5.0,95.0,722.0,93.0,93.0,0.0,12.0,2373.0,2332.0,0.0,0.0,0.0,0.0,1.0,1.0,14693.0
Stone,stone (2010),0.0,7.0,61.0,105.0,176.0,18.0,18.0,0.0,0.0,537.0,42491.0,42514.0,10.0,1.0,5.4,2.0,3.25,1810078.0
The Orphanage,orphanage  the (orfanato  el) (2007),0.0,64.0,67.0,105.0,1038.0,10.0,10.0,1.0,10.0,687.0,161443.0,161571.0,10.0,1.0,7.4,8.0,3.88,7161284.0
Hilary and Jackie,hilary and jackie (1998),0.0,0.0,35.0,121.0,457.0,12.0,12.0,1.0,9.0,655.0,10611.0,10624.0,10.0,1.0,7.3,3.0,3.83,4912892.0
Mannequin,mannequin (1987),0.0,3.0,3.0,90.0,310.0,29.0,29.0,0.0,9.0,560.0,34549.0,34625.0,10.0,1.0,6.0,8.0,2.63,4.2721196E7
Walking and Talking,walking and talking (1996),0.0,5.0,6.0,86.0,617.0,8.0,8.0,1.0,8.0,408.0,3868.0,3876.0,10.0,1.0,6.7,1.0,4.0,1287480.0
Latter Days,latter days (2003),1.0,5.0,117.0,107.0,2468.0,93.0,93.0,0.0,12.0,1528.0,18353.0,0.0,0.0,0.0,0.0,1.0,3.5,834685.0
The Mule,the mule (2014),0.0,31.0,0.0,103.0,275.0,16.0,16.0,0.0,4.0,1943.0,6746.0,6747.0,10.0,1.0,6.3,2.0,3.5,1.03804407E8
Broadcast News,broadcast news (1987),0.0,5.0,3.0,133.0,92.0,29.0,29.0,0.0,3.0,194.0,33232.0,33291.0,10.0,1.0,7.2,28.0,3.43,5.1249404E7
Because of Winn-Dixie,because of winn-dixie (2005),0.0,97.0,3.0,106.0,583.0,7.0,7.0,1.0,9.0,129.0,12390.0,12403.0,10.0,1.0,6.3,3.0,3.17,3.2647042E7
Sweet Liberty,sweet liberty (1986),0.0,1.0,1.0,106.0,418.0,30.0,30.0,0.0,1.0,478.0,2945.0,2947.0,10.0,1.0,5.7,1.0,2.5,1.4205021E7
Eyes of Laura Mars,eyes of laura mars (1978),0.0,46.0,10.0,104.0,463.0,40.0,40.0,1.0,1.0,933.0,11618.0,11690.0,10.0,1.0,6.2,4.0,3.5,2.0E7
Fortress,fortress (1992),0.0,40.0,6.0,95.0,174.0,23.0,23.0,0.0,6.0,156.0,30019.0,30047.0,10.0,1.0,5.9,1.0,2.5,6739141.0
Anastasia,anastasia (1956),0.0,0.0,3.0,105.0,1500.0,54.0,54.0,1.0,3.0,1913.0,9066.0,9099.0,10.0,1.0,7.0,1.0,3.5,5.8406347E7
The Return of Martin Guerre,return of martin guerre  the (retour de martin guerre  le) (1982),1.0,0.0,229.0,112.0,145.0,93.0,93.0,0.0,12.0,2367.0,4699.0,0.0,0.0,0.0,0.0,3.0,4.33,3723036.0
Buck Rogers in the 25th Century,buck rogers in the 25th century (1979),0.0,134.0,1.0,89.0,1419.0,39.0,39.0,0.0,2.0,1716.0,6657.0,6666.0,10.0,1.0,6.5,1.0,2.5,2.1671241E7
Cyborg,cyborg (1989),0.0,40.0,36.0,86.0,37.0,27.0,27.0,0.0,5.0,1406.0,33246.0,33319.0,10.0,1.0,5.0,2.0,0.5,1.0166459E7
The Heat,heat  the (2013),0.0,27.0,3.0,117.0,38.0,22.0,22.0,1.0,7.0,280.0,178999.0,179150.0,10.0,1.0,6.6,6.0,3.42,1.59582188E8
The Paper,paper  the (1994),0.0,2.0,1.0,112.0,63.0,21.0,21.0,0.0,2.0,3.0,14842.0,14863.0,10.0,1.0,6.7,21.0,3.31,3.8824341E7
X-Men: Days of Future Past,x-men: days of future past (2014),0.0,17.0,3.0,132.0,132.0,16.0,16.0,0.0,11.0,109.0,734200.0,734900.0,10.0,1.0,7.9,30.0,3.83,2.33921534E8
Without a Clue,without a clue (1988),0.0,165.0,17.0,107.0,62.0,25.0,25.0,0.0,0.0,290.0,10920.0,10936.0,10.0,1.0,6.9,1.0,4.0,8539181.0
Vatel,vatel (2000),0.0,0.0,6.0,103.0,145.0,13.0,13.0,0.0,11.0,168.0,8143.0,8145.0,10.0,1.0,6.6,2.0,4.25,51080.0
Resident Evil: Apocalypse,resident evil: apocalypse (2004),0.0,78.0,24.0,94.0,154.0,5.0,5.0,1.0,6.0,2409.0,206906.0,207107.0,10.0,1.0,6.1,14.0,2.93,5.1201453E7
The Lone Ranger,lone ranger  the (2013),0.0,411.0,2.0,150.0,5.0,22.0,22.0,0.0,8.0,128.0,241796.0,241951.0,10.0,1.0,6.4,7.0,2.79,8.9302115E7
Sex Drive,sex drive (2008),0.0,1.0,47.0,109.0,1663.0,10.0,10.0,0.0,0.0,335.0,90604.0,90657.0,10.0,1.0,6.5,4.0,3.63,8402485.0
Macbeth,macbeth (a.k.a. tragedy of macbeth  the) (1971),0.0,0.0,120.0,140.0,1639.0,47.0,47.0,0.0,3.0,32.0,14650.0,14662.0,10.0,1.0,7.4,4.0,3.5,9613.0
Real Life,real life (1979),0.0,1.0,4.0,99.0,1269.0,39.0,39.0,0.0,2.0,262.0,3564.0,3586.0,10.0,1.0,7.0,1.0,3.0,364642.0
Ararat,ararat (2002),0.0,14.0,6.0,115.0,1145.0,0.0,0.0,0.0,3.0,259.0,14706.0,14708.0,10.0,1.0,6.3,1.0,4.5,1555959.0
Flipper,flipper (1996),0.0,54.0,1.0,95.0,249.0,8.0,8.0,0.0,11.0,1034.0,11497.0,11512.0,10.0,1.0,5.3,10.0,3.05,2.008002E7
What Women Want,what women want (2000),0.0,3.0,4.0,127.0,9.0,13.0,13.0,0.0,3.0,234.0,217934.0,218259.0,10.0,1.0,6.4,54.0,3.14,1.82811707E8
The Hitcher,hitcher  the (1986),1.0,18.0,12.0,97.0,394.0,93.0,93.0,0.0,12.0,891.0,51141.0,0.0,0.0,0.0,0.0,4.0,3.63,5844868.0
The Wolfpack,the wolfpack (2015),0.0,6.0,16.0,90.0,1993.0,11.0,11.0,2.0,8.0,2503.0,13381.0,13387.0,10.0,1.0,7.0,1.0,3.5,1301696.0
What We Do in the Shadows,what we do in the shadows (2014),0.0,24.0,323.0,86.0,1577.0,11.0,11.0,0.0,9.0,2552.0,195147.0,195626.0,10.0,1.0,7.6,3.0,4.83,3469224.0
Shattered,shattered (1991),0.0,46.0,7.0,98.0,119.0,28.0,28.0,0.0,0.0,74.0,11015.0,11038.0,10.0,1.0,6.5,1.0,3.0,1.1511031E7
The Pelican Brief,pelican brief  the (1993),0.0,143.0,0.0,141.0,69.0,23.0,23.0,1.0,3.0,272.0,93438.0,93699.0,10.0,1.0,6.6,13.0,2.92,1.00768056E8
Love and a .45,love and a .45 (1994),0.0,27.0,43.0,101.0,1418.0,21.0,21.0,0.0,4.0,2319.0,4787.0,4792.0,10.0,1.0,5.9,1.0,4.0,35200.0
Transamerica,transamerica (2005),0.0,88.0,22.0,103.0,1369.0,3.0,3.0,1.0,2.0,2471.0,42123.0,42138.0,10.0,1.0,7.4,6.0,3.5,9015303.0
One Crazy Summer,one crazy summer (1986),1.0,1.0,0.0,93.0,24.0,93.0,93.0,0.0,12.0,1760.0,16387.0,0.0,0.0,0.0,0.0,6.0,3.0,1.3431806E7
The Texas Chainsaw Massacre 2,texas chainsaw massacre 2  the (1986),1.0,11.0,36.0,101.0,654.0,93.0,93.0,0.0,12.0,353.0,36875.0,0.0,0.0,0.0,0.0,3.0,2.0,8025872.0
Stigmata,stigmata (1999),1.0,7.0,7.0,103.0,532.0,93.0,93.0,1.0,12.0,662.0,71291.0,0.0,0.0,0.0,0.0,23.0,2.87,5.0046268E7
Zoolander,zoolander (2001),0.0,1.0,4.0,90.0,19.0,4.0,4.0,0.0,6.0,204.0,285904.0,286244.0,10.0,1.0,6.5,54.0,3.51,4.517225E7
The Haunted Mansion,haunted mansion  the (2003),0.0,318.0,2.0,99.0,16.0,2.0,2.0,0.0,4.0,308.0,55624.0,55846.0,10.0,1.0,5.2,10.0,2.5,7.5847266E7
Love Me If You Dare,love me if you dare (jeux d'enfants) (2003),0.0,4.0,31.0,93.0,1438.0,5.0,5.0,0.0,11.0,2477.0,71876.0,71913.0,10.0,1.0,7.5,5.0,4.1,553504.0
Sicko,sicko (2007),0.0,133.0,19.0,123.0,380.0,1.0,1.0,2.0,8.0,311.0,76482.0,76506.0,10.0,1.0,8.0,14.0,3.71,2.4540079E7
The Puffy Chair,puffy chair  the (2006),0.0,4.0,34.0,85.0,373.0,1.0,1.0,0.0,5.0,830.0,5217.0,5219.0,10.0,1.0,6.5,1.0,2.5,194523.0
Not Without My Daughter,not without my daughter (1991),0.0,0.0,7.0,116.0,159.0,28.0,28.0,1.0,10.0,1672.0,14240.0,14264.0,10.0,1.0,6.4,3.0,1.67,1.4789113E7
Wild Bill,wild bill (1995),0.0,92.0,7.0,98.0,23.0,9.0,9.0,0.0,3.0,60.0,7641.0,7652.0,10.0,1.0,5.8,4.0,3.0,2193982.0
Into the Blue,into the blue (2005),0.0,104.0,5.0,110.0,195.0,7.0,7.0,0.0,6.0,757.0,78721.0,78757.0,10.0,1.0,5.9,2.0,2.5,1.8801234E7
The Amityville Horror,amityville horror  the (2005),0.0,9.0,106.0,90.0,66.0,7.0,7.0,0.0,5.0,2588.0,116040.0,116137.0,10.0,1.0,5.9,6.0,2.25,8.6432E7
The Perez Family,perez family  the (1995),0.0,3.0,20.0,113.0,372.0,9.0,9.0,1.0,11.0,175.0,2409.0,2411.0,10.0,1.0,6.0,2.0,3.0,2832826.0
Mermaids,mermaids (1990),0.0,5.0,17.0,110.0,323.0,26.0,26.0,1.0,3.0,103.0,34940.0,35010.0,10.0,1.0,6.7,6.0,3.17,3.5419397E7
The Ringer,ringer  the (2005),0.0,1.0,11.0,94.0,500.0,7.0,7.0,0.0,3.0,776.0,38349.0,38379.0,10.0,1.0,5.8,4.0,2.75,3.5428675E7
Nebraska,nebraska (2013),0.0,36.0,4.0,115.0,1107.0,16.0,16.0,0.0,10.0,238.0,121341.0,121459.0,10.0,1.0,7.7,4.0,4.13,1.7654912E7
My Favorite Year,my favorite year (1982),1.0,1.0,7.0,92.0,196.0,93.0,93.0,0.0,12.0,103.0,10240.0,0.0,0.0,0.0,0.0,9.0,3.39,2.012362E7
Solaris,solyaris (1968),0.0,52.0,3.0,142.0,2445.0,48.0,48.0,0.0,0.0,2738.0,423.0,424.0,10.0,1.0,6.6,1.0,4.0,1.4973382E7
Edmond,edmond (2005),0.0,7.0,161.0,82.0,304.0,3.0,3.0,0.0,4.0,156.0,12290.0,12299.0,10.0,1.0,6.2,3.0,3.5,131719.0
Transcendence,transcendence (2014),0.0,344.0,0.0,119.0,5.0,16.0,16.0,0.0,5.0,1244.0,236278.0,236435.0,10.0,1.0,6.2,7.0,2.29,2.3022309E7
Grumpy Old Men,grumpy old men (1993),0.0,1.0,0.0,103.0,178.0,23.0,23.0,0.0,3.0,94.0,52410.0,52546.0,10.0,1.0,7.0,29.0,3.29,7.0172621E7
Loser,loser (2000),0.0,3.0,5.0,98.0,234.0,13.0,13.0,0.0,8.0,155.0,30023.0,30049.0,10.0,1.0,5.3,10.0,3.3,1.5618626E7
The Dukes of Hazzard,dukes of hazzard  the (2005),0.0,61.0,0.0,104.0,549.0,7.0,7.0,0.0,1.0,386.0,81004.0,81041.0,10.0,1.0,5.1,12.0,2.08,8.0270227E7
Tokyo!,tokyo! (2008),0.0,0.0,257.0,112.0,1020.0,10.0,10.0,1.0,1.0,1462.0,11606.0,11620.0,10.0,1.0,7.0,1.0,3.5,351059.0
Blackhat,blackhat (2015),0.0,107.0,1.0,133.0,217.0,11.0,11.0,0.0,10.0,54.0,63039.0,63099.0,10.0,1.0,5.5,2.0,2.5,8005980.0
Point Break,point break (1991),0.0,19.0,3.0,122.0,156.0,28.0,28.0,0.0,8.0,145.0,196099.0,196416.0,10.0,1.0,7.3,16.0,3.25,4.3218387E7
A Simple Wish,simple wish  a (1997),1.0,236.0,1.0,89.0,1886.0,93.0,93.0,0.0,12.0,63.0,5763.0,0.0,0.0,0.0,0.0,2.0,3.0,8345056.0
Dancemaker,dancemaker (1998),0.0,6.0,87.0,98.0,977.0,93.0,93.0,2.0,12.0,1571.0,140.0,140.0,10.0,1.0,7.1,1.0,1.0,256780.0
Tell No One,tell no one (ne le dis à personne) (2006),0.0,39.0,55.0,131.0,1383.0,3.0,3.0,0.0,4.0,1457.0,57100.0,57158.0,10.0,1.0,7.5,3.0,3.83,6177192.0
The Ant Bully,ant bully  the (2006),0.0,223.0,0.0,88.0,248.0,3.0,3.0,0.0,8.0,818.0,41144.0,41199.0,10.0,1.0,5.8,2.0,3.25,2.8142535E7
Terminator 3: Rise of the Machines,terminator 3: rise of the machines (2003),0.0,17.0,0.0,109.0,12.0,2.0,2.0,0.0,8.0,431.0,413313.0,413656.0,10.0,1.0,6.3,45.0,3.04,1.50371112E8
Trapped,trapped (2002),0.0,18.0,5.0,106.0,61.0,0.0,0.0,0.0,6.0,355.0,24980.0,24992.0,10.0,1.0,6.1,1.0,2.0,7073251.0
Brighton Beach Memoirs,brighton beach memoirs (1986),0.0,1.0,1.0,108.0,1075.0,30.0,30.0,1.0,3.0,1027.0,3810.0,3813.0,10.0,1.0,6.8,5.0,3.6,1.1957943E7
The Business of Strangers,business of strangers  the (2001),1.0,29.0,13.0,84.0,2332.0,93.0,93.0,1.0,12.0,1048.0,3812.0,0.0,0.0,0.0,0.0,2.0,3.5,1030920.0
Neighbors 2: Sorority Rising,neighbors 2: sorority rising (2016),0.0,1.0,1.0,92.0,160.0,20.0,20.0,0.0,11.0,325.0,128332.0,128462.0,10.0,1.0,5.7,5.0,2.6,5.5455765E7
The Delta Force,delta force  the (1986),0.0,26.0,36.0,125.0,219.0,30.0,30.0,0.0,9.0,867.0,21477.0,21499.0,10.0,1.0,5.6,1.0,2.0,1.77689E7
Mr. Brooks,mr. brooks (2007),0.0,10.0,7.0,120.0,14.0,1.0,1.0,0.0,7.0,833.0,154773.0,154875.0,10.0,1.0,7.3,7.0,4.0,2.8549298E7
The Angels' Share,angels' share  the (2012),0.0,2.0,13.0,101.0,2077.0,15.0,15.0,0.0,7.0,173.0,26507.0,26539.0,10.0,1.0,7.0,1.0,4.0,346669.0
Desierto,desierto (2016),0.0,0.0,75.0,88.0,273.0,20.0,20.0,0.0,5.0,1534.0,10466.0,10480.0,10.0,1.0,6.1,1.0,2.5,2002036.0
Duel in the Sun,duel in the sun (1946),0.0,201.0,178.0,146.0,1582.0,72.0,72.0,1.0,4.0,2366.0,9275.0,9313.0,10.0,1.0,6.7,1.0,5.0,2.0408163E7
Around the World in 80 Days,around the world in 80 days (1956),1.0,49.0,18.0,167.0,444.0,93.0,93.0,0.0,12.0,767.0,29073.0,0.0,0.0,0.0,0.0,12.0,3.63,4.2E7
Black Snake Moan,black snake moan (2006),0.0,0.0,49.0,116.0,138.0,1.0,1.0,1.0,2.0,785.0,65914.0,65953.0,10.0,1.0,6.9,4.0,3.5,9396870.0
Snow White and the Seven Dwarfs,snow white and the seven dwarfs (1937),0.0,576.0,37.0,83.0,906.0,88.0,88.0,1.0,9.0,1526.0,210984.0,211308.0,10.0,1.0,7.6,77.0,3.62,1.84925486E8
Blow Out,blow out (1981),0.0,46.0,127.0,108.0,13.0,37.0,37.0,0.0,8.0,10.0,60147.0,60364.0,10.0,1.0,7.4,4.0,3.63,1.2E7
The Rookie,rookie  the (1990),1.0,153.0,2.0,120.0,2.0,93.0,93.0,0.0,12.0,2.0,28766.0,0.0,0.0,0.0,0.0,2.0,2.25,7.5600072E7
Home Fries,home fries (1998),0.0,3.0,0.0,91.0,94.0,6.0,6.0,1.0,4.0,619.0,8834.0,8841.0,10.0,1.0,5.1,3.0,2.33,1.0459961E7
The Beach,beach  the (2000),0.0,36.0,3.0,119.0,31.0,13.0,13.0,0.0,9.0,58.0,249516.0,249846.0,10.0,1.0,6.6,32.0,3.06,3.9785027E7
The Good Dinosaur,the good dinosaur (2015),0.0,71.0,2.0,93.0,708.0,11.0,11.0,0.0,4.0,2275.0,124053.0,124308.0,10.0,1.0,6.7,4.0,3.0,1.2308712E8
21 Jump Street,21 jump street (2012),0.0,27.0,5.0,109.0,360.0,15.0,15.0,0.0,2.0,1920.0,586201.0,586862.0,10.0,1.0,7.2,26.0,3.87,1.38447667E8
