title,studio,genres,numVotes,directors,category,primaryName,title_lc,contentRate,rlYr,type,rlMnth,rnTimeMin,gross,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg
Lassie,Par.,adventure|children,6563,nm0677951,actress,Helen Slater,lassie (1994),pg,1994,movie,7,94,9979683,6566,10,1,5.8,2,3.0
"I Love You, I Love You Not",Lions,drama|romance,2880,nm0394119,actress,Jeanne Moreau,i love you  i love you not (1996),pg-13,1997,movie,10,88,20677,2881,10,1,5.3,1,3.0
Men of Honor,Fox,drama,123007,nm0863387,actor,Cuba Gooding Jr.,men of honor (2000),r,2000,movie,11,129,48818921,123204,10,1,7.2,14,3.39
Mirrors,Fox,horror|mystery|thriller,112250,nm0014960,actor,Kiefer Sutherland,mirrors (2008),r,2008,movie,8,110,30691439,112423,10,1,6.1,1,1.5
Bitter Moon,FL,drama|film-noir|romance,41556,nm0000591,actor,Hugh Grant,bitter moon (1992),r,1994,movie,3,139,1862805,41632,10,1,7.2,6,3.5
Please Give,SPC,comedy|drama,11527,nm0392237,actress,Catherine Keener,please give (2010),r,2010,movie,6,87,4033574,11527,10,1,6.6,1,3.5
Seven Pounds,Sony,drama,311894,nm0610831,actor,Will Smith,seven pounds (2008),pg-13,2008,movie,12,123,69951824,312145,10,1,7.6,11,4.14
Talk Radio,Uni.,drama,14353,nm0000231,actor,Eric Bogosian,talk radio (1988),r,1989,movie,1,110,3468572,14374,10,1,7.2,2,3.0
"Patrik, Age 1.5",Reg.,comedy|drama|romance,10318,nm0501281,actor,Gustaf Skarsgård,patrik age 1.5 (patrik 1 5) (2008),unrated,2008,movie,9,103,57468,10328,10,1,6.9,1,4.0
Ruby Sparks,FoxS,comedy|fantasy|romance,104412,"nm0206760,nm0267512",actor,Paul Dano,ruby sparks (2012),r,2012,movie,9,104,2540106,104489,10,1,7.2,4,3.5
House of Wax,WB,crime|horror|mystery|thriller,19785,nm0211964,actor,Vincent Price,house of wax (1953),gp,1953,movie,4,88,32064800,19819,10,1,7.0,3,3.5
Taking Sides,NYer,drama,3627,nm0843640,actor,Harvey Keitel,taking sides (2001),not rated,2002,movie,3,108,188952,3629,10,1,7.1,1,3.5
Paranormal Activity 2,Par.,horror|imax,108489,nm0931095,actress,Katie Featherston,paranormal activity 2 (2010),r,2010,movie,10,91,84752907,108591,10,1,5.7,5,3.7
Eulogy,Lions,comedy|crime|drama,9205,nm0163375,actor,Ray Romano,eulogy (2004),"","","","",91,75076,"","","","",1,3.0
This Is 40,Uni.,drama,148108,nm0031976,actor,Paul Rudd,this is 40 (2012),r,2012,movie,12,134,67544505,148234,10,1,6.2,8,3.13
Metropolis,Par.,drama|sci-fi,181672,nm0000485,actress,Brigitte Helm,metropolis (1927),not rated,1927,movie,3,153,1236166,181950,10,1,8.3,21,3.86
Rent,SonR,drama|musical|romance,55294,nm0001060,actor,Taye Diggs,rent (2005),"","","","",135,29077547,"","","","",10,3.15
Flowers in the Attic,NW,drama|thriller,11049,nm0089177,actress,Louise Fletcher,flowers in the attic (1987),pg-13,1987,movie,11,93,15151736,11066,10,1,5.7,7,2.57
Looking for Comedy in the Muslim World,WIP,comedy,3348,nm0000983,actor,Albert Brooks,looking for comedy in the muslim world (2005),pg-13,2006,movie,1,98,888975,3356,10,1,5.5,1,3.5
Psycho III,Uni.,horror|thriller,16060,nm0000578,actor,Anthony Perkins,psycho iii (1986),"","","","",93,14481606,"","","","",2,2.5
Beyond the Sea,Lions,drama|musical,15402,nm0000228,actor,Kevin Spacey,beyond the sea (2004),"","","","",118,6318709,"","","","",1,2.0
Brothers,LGF,drama,11581,nm0081540,actor,Ulrich Thomsen,brothers (brødre) (2004),r,2004,movie,8,117,28544157,11586,10,1,7.5,2,4.25
Dinner for Schmucks,P/DW,comedy,109867,nm0005366,actor,Steve Carell,dinner for schmucks (2010),"","","","",114,73026337,"","","","",7,3.29
Dreamgirls,P/DW,drama|musical,76233,nm0174374,actress,Beyoncé,dreamgirls (2006),pg-13,2006,movie,12,130,103365956,76293,10,1,6.6,5,3.1
Bride Wars,Fox,comedy|romance,113207,nm0935095,actress,Kate Hudson,bride wars (2009),pg,2009,movie,1,89,58715510,113363,10,1,5.5,4,3.5
Ted,Uni.,comedy|fantasy,641363,nm0532235,actor,Mark Wahlberg,ted (2012),r,2012,movie,6,106,218815487,642016,10,1,6.9,21,3.29
Mommy,RAtt.,drama,60482,nm0230859,actress,Anne Dorval,mommy (2014),r,2014,movie,10,139,3494070,60572,10,1,8.0,1,4.0
A Christmas Tale,IFC,horror|thriller,1755,"nm0687042,nm0001681",actress,Maru Valdivielso,films to keep you awake: the christmas tale (películas para no dormir: cuento de navidad) (2005),not rated,2006,movie,8,71,1060922,1758,10,1,6.2,1,0.5
The Judge,WB,drama,198705,nm0229694,actor,Robert Downey Jr.,judge  the (2014),"","","","",141,47119388,"","","","",1,2.5
Enemy Mine,Fox,adventure|drama|sci-fi,50436,nm0000583,actor,Dennis Quaid,enemy mine (1985),pg-13,1985,movie,12,108,12303411,50475,10,1,6.8,4,4.0
Lean on Me,WB,drama,22381,nm0000814,actor,Morgan Freeman,lean on me (1989),pg-13,1989,movie,3,108,31906454,22402,10,1,7.4,6,3.5
GoldenEye,MGM,action|adventure|thriller,266386,nm0132709,actor,Pierce Brosnan,goldeneye (1995),pg-13,1995,movie,11,130,106429941,266732,10,1,7.2,132,3.5
Skyfall,Sony,action|adventure|thriller|imax,719498,nm0005222,actor,Daniel Craig,skyfall (2012),pg-13,2012,movie,11,143,304360277,720263,10,1,7.8,50,3.81
City Slickers II: The Legend of Curly's Gold,Col.,adventure|comedy|western,20482,nm0917992,actor,Billy Crystal,city slickers ii: the legend of curly's gold (1994),"","","","",116,43622150,"","","","",55,2.65
Children of the Revolution,Mira.,comedy,2415,nm0242064,actress,Judy Davis,children of the revolution (1996),r,1997,movie,4,101,838368,2415,10,1,6.3,1,3.0
Malena,Mira.,drama|romance|war,109320,nm0868153,actress,Monica Bellucci,malèna (2000),r,2001,movie,2,108,3448233,109504,10,1,7.4,5,3.7
Annapolis,BV,drama,21725,nm0510912,actor,James Franco,annapolis (2006),pg-13,2006,movie,1,108,17127992,21738,10,1,5.8,2,2.75
Wind River,Wein.,action|crime|mystery|thriller,270767,nm0792263,actress,Elizabeth Olsen,wind river (2017),r,2017,movie,8,107,33800859,271635,10,1,7.7,5,3.4
Turbo,Fox,adventure|animation|children|comedy|fantasy,106982,nm1659741,actor,Ryan Reynolds,turbo (2013),pg,2013,movie,7,96,83028128,107226,10,1,6.4,1,2.5
Meet the Robinsons,BV,action|adventure|animation|children|comedy|sci-fi,108402,nm0027459,actor,Daniel Hansen,meet the robinsons (2007),g,2007,movie,3,95,97822171,108640,10,1,6.8,11,3.55
Oculus,Rela.,horror,137098,nm1093039,actress,Karen Gillan,oculus (2013),r,2014,movie,4,104,27695246,137384,10,1,6.5,1,4.5
The Girl on the Train,Strand,thriller,195777,nm0853238,actress,Emily Blunt,the girl on the train (2016),r,2016,movie,10,112,208023,196008,10,1,6.5,1,4.5
Disgrace,Pala.,drama,5666,nm0414646,actor,John Malkovich,disgrace (2008),r,2009,movie,6,119,69705,5668,10,1,6.5,1,3.5
Beat Street,Orion,drama|musical,4205,nm0490133,actress,Rae Dawn Chong,beat street (1984),pg,1984,movie,6,105,16595791,4217,10,1,6.5,1,1.0
Basic Instinct,TriS,crime|mystery|thriller,213273,nm0000682,actor,Michael Douglas,basic instinct (1992),r,1992,movie,3,127,117727224,213609,10,1,7.0,47,3.19
Dirty Harry,WB,action|crime|thriller,165156,"nm0796923,nm0000142",actor,Clint Eastwood,dirty harry (1971),"","","","",102,35976000,"","","","",20,3.78
Pootie Tang,Par.,comedy,14852,nm0127373,actor,Chris Rock,pootie tang (2001),pg-13,2001,movie,6,81,3313583,14872,10,1,5.3,3,3.17
Thunderball,UA,action|adventure|thriller,124581,nm0950109,actor,Sean Connery,thunderball (1965),pg,1965,movie,12,130,63595658,124787,10,1,6.9,24,3.48
Sisters,Uni.,horror|thriller,19934,nm0000361,actress,Margot Kidder,sisters (1973),r,1973,movie,3,93,87044645,20008,10,1,6.9,1,4.0
Back to the Future Part III,Uni.,adventure|comedy|sci-fi|western,470403,nm0000709,actor,Michael J. Fox,back to the future part iii (1990),"","","","",118,87727583,"","","","",88,3.37
Amos & Andrew,Col.,comedy,9689,nm0296861,actor,Nicolas Cage,amos & andrew (1993),pg-13,1993,movie,3,96,9745803,9703,10,1,5.7,2,1.5
The Namesake,FoxS,drama|romance,21456,nm0619762,actor,Kal Penn,namesake  the (2006),pg-13,2007,movie,4,122,13569248,21478,10,1,7.5,3,3.67
The Decline of Western Civilization Part II: The Metal Years,NL,documentary,4196,nm0790715,self,Joe Perry,decline of western civilization part ii: the metal years  the (1988),"","","","",93,373743,"","","","",1,3.0
The Vanishing,Fox,drama|thriller,42123,nm0806293,actor,Bernard-Pierre Donnadieu,vanishing  the (spoorloos) (1988),not rated,1988,movie,10,107,14543394,42210,10,1,7.7,6,3.92
Wristcutters: A Love Story,ADF,drama|fantasy|romance,57242,nm1058247,actor,Patrick Fugit,wristcutters: a love story (2006),"","","","",88,446165,"","","","",6,4.0
The Salvation,IFC,drama|western,41916,nm0506290,actor,Mads Mikkelsen,salvation  the (2014),r,2015,movie,2,92,44903,41991,10,1,6.7,1,3.0
Biloxi Blues,Uni.,comedy|drama,16322,nm0001566,actor,Matthew Broderick,biloxi blues (1988),pg-13,1988,movie,3,106,43184798,16336,10,1,6.6,2,3.5
The Man Who Killed Don Quixote,Scre.,adventure|comedy|fantasy,21580,nm0000416,actor,José Luis Ferrer,the man who killed don quixote (2018),"","","","",132,391963,"","","","",1,4.5
Cheaper by the Dozen,Fox,comedy|drama,5552,nm0485943,actor,Clifton Webb,cheaper by the dozen (1950),approved,1950,movie,4,86,138614544,5555,10,1,7.0,2,2.75
Airplane II: The Sequel,Par.,comedy,55548,nm0277946,actor,Robert Hays,airplane ii: the sequel (1982),pg,1982,movie,12,85,27150534,55614,10,1,6.1,19,3.18
Town & Country,NL,comedy,5173,nm0155093,actor,Warren Beatty,town & country (2001),"","","","",104,6719973,"","","","",2,2.5
Payback,Par.,action|thriller,142877,nm0001338,actor,Mel Gibson,payback (1999),r,1999,movie,2,100,81526121,142980,10,1,7.1,45,3.42
Midnight Express,Col.,drama,86466,nm0000570,actor,Brad Davis,midnight express (1978),r,1978,movie,10,121,35000000,86619,10,1,7.5,8,4.0
When Harry Met Sally...,Col.,comedy|romance,234515,nm0001661,actor,Billy Crystal,when harry met sally... (1989),"","","","",95,92823546,"","","","",85,3.86
Ip Man 3,WGUSA,action,59090,nm0948159,actor,Donnie Yen,ip man 3 (2015),pg-13,2015,movie,12,105,2679437,59166,10,1,7.0,1,4.0
Legend,Uni.,crime|thriller,196259,nm0001338,actor,Tom Hardy,legend (2015),r,2015,movie,11,132,15502112,196670,10,1,6.9,2,3.5
The Wedding Date,Uni.,comedy|romance,55449,nm0453270,actor,Dermot Mulroney,wedding date  the (2005),pg-13,2005,movie,2,90,31726995,55514,10,1,6.1,11,3.14
Exorcist II: The Heretic,WB,horror,27556,"nm0000958,nm0657853",actor,Richard Burton,exorcist ii: the heretic (1977),"","","","",117,30749142,"","","","",4,1.5
Twilight,Sum.,drama|fantasy|romance|thriller,478860,nm0362566,actress,Kristen Stewart,twilight (2008),pg-13,2008,movie,11,122,192769854,479460,10,1,5.3,22,2.41
Now and Then,NL,children|drama,31800,nm0322128,actress,Christina Ricci,now and then (1995),pg-13,1995,movie,10,102,27112329,31845,10,1,6.8,9,3.33
From Paris with Love,LGF,action|crime,120483,nm0603628,actor,John Travolta,from paris with love (2010),r,2010,movie,2,92,24077427,120551,10,1,6.4,2,2.5
The Turning Point,Fox,drama|romance,5026,nm0006889,actress,Anne Bancroft,turning point  the (1977),pg,1977,movie,11,119,25933445,5040,10,1,6.8,1,4.0
Mortal Kombat,NL,action|adventure|fantasy,122922,nm0027271,actor,Christopher Lambert,mortal kombat (1995),pg-13,1995,movie,8,101,70454098,123029,10,1,5.8,46,2.54
Cursed,Dim.,horror|thriller,34548,nm0000127,actress,Christina Ricci,cursed (2005),pg-13,2005,movie,2,97,19297522,34589,10,1,5.0,6,2.17
Christine,Col.,horror,90044,nm0000118,actor,Keith Gordon,christine (1983),r,1983,movie,12,110,21017849,90272,10,1,6.7,10,2.95
The Last Metro,MGM,drama|romance,15379,nm0000076,actress,Catherine Deneuve,last metro  the (dernier métro  le) (1980),pg,1981,movie,2,131,3007436,15405,10,1,7.3,1,4.0
Mondays in the Sun,Lions,drama,15157,nm0508208,actor,Javier Bardem,mondays in the sun (lunes al sol  los) (2002),r,2002,movie,9,113,153256,15167,10,1,7.5,1,4.0
Christmas with the Kranks,SonR,children|comedy,53828,nm0005387,actor,Tim Allen,christmas with the kranks (2004),pg,2004,movie,11,99,73780539,53982,10,1,5.4,2,2.5
Underground,NYer,comedy|drama|war,60336,nm0001437,actor,Predrag 'Miki' Manojlovic,underground (1995),not rated,1997,movie,6,170,171082,60394,10,1,8.1,3,4.33
Steel,WB,action,14817,nm0425540,actor,Shaquille O'Neal,steel (1997),"","","","",97,1710972,"","","","",3,2.33
The Internship,Fox,comedy,212299,nm0506613,actor,Vince Vaughn,internship  the (2013),pg-13,2013,movie,6,119,44672764,212508,10,1,6.3,10,3.55
Just One of the Guys,Col.,comedy,17182,nm0331989,actress,Joyce Hyser,just one of the guys (1985),pg-13,1985,movie,4,100,11528900,17226,10,1,6.5,4,2.75
Deadtime Stories,PEC,horror,2487,nm0217546,actor,Scott Valentine,deadtime stories (1987),"","","","",93,2750741,"","","","",1,1.0
Saint Ralph,IDP,comedy|drama,6292,nm1313340,actor,Adam Butcher,saint ralph (2004),pg-13,2005,movie,4,98,489389,6293,10,1,7.4,1,2.5
The Visitor,Over.,drama|romance,44156,nm0565336,actor,Richard Jenkins,visitor  the (2007),pg-13,2008,movie,5,104,9427089,44177,10,1,7.6,1,4.5
We're No Angels,Par.,comedy|crime|drama,10396,nm0002031,actor,Humphrey Bogart,we're no angels (1955),not rated,1955,movie,9,106,10555348,10414,10,1,7.4,1,4.5
Twilight Zone: The Movie,WB,fantasy|horror|sci-fi|thriller,40323,"nm0001102,nm0000484,nm0004306,nm0000229",actor,Dan Aykroyd,twilight zone: the movie (1983),pg,1983,movie,6,101,29450919,40416,10,1,6.4,3,3.0
Bean,Gram.,comedy,109361,nm0809321,actor,Rowan Atkinson,bean (1997),pg-13,1997,movie,11,89,45319423,109461,10,1,6.5,16,2.97
Playing God,BV,crime|drama|thriller,7881,nm0933002,actor,David Duchovny,playing god (1997),r,1997,movie,10,94,4166918,7888,10,1,5.6,3,2.5
The Hours,Par.,drama|romance,136777,nm0197636,actress,Meryl Streep,hours  the (2002),pg-13,2003,movie,2,110,41675994,136914,10,1,7.5,15,3.7
Lost in Translation,Focus,comedy|drama|romance,476913,nm0001068,actor,Bill Murray,lost in translation (2003),r,2003,movie,10,102,44585453,477749,10,1,7.7,74,4.03
Inside Llewyn Davis,CBS,drama,160456,"nm0001053,nm0001054",actor,Oscar Isaac,inside llewyn davis (2013),r,2014,movie,1,104,13235319,160659,10,1,7.4,7,3.64
Pulse,W/Dim.,horror|mystery|thriller,24359,nm0475905,actor,Haruhiko Katô,pulse (kairo) (2001),r,2005,movie,11,119,20264436,24459,10,1,6.5,1,3.0
The Ice Storm,FoxS,drama,58847,nm0000487,actor,Kevin Kline,ice storm  the (1997),r,1997,movie,11,112,8038061,58921,10,1,7.3,17,3.88
Miracle Mile,Hemd,drama|romance|sci-fi,11924,nm0208923,actor,Anthony Edwards,miracle mile (1989),r,1989,movie,5,87,1145404,11944,10,1,7.0,2,3.5
2 Guns,Uni.,action|comedy|crime,221903,nm0466349,actor,Denzel Washington,2 guns (2013),r,2013,movie,8,109,75612460,222167,10,1,6.7,3,4.0
The Stoning of Soraya M.,RAtt.,crime|drama,21454,nm0637493,actress,Shohreh Aghdashloo,stoning of soraya m.  the (2008),r,2009,movie,10,116,637421,21472,10,1,7.9,1,4.5
Little Ashes,Reg.,drama,9536,nm0607422,actor,Robert Pattinson,little ashes (2008),r,2009,movie,5,112,481586,9545,10,1,6.4,1,2.5
Boiler Room,NL,crime|drama|thriller,55677,nm0950226,actor,Giovanni Ribisi,boiler room (2000),r,2000,movie,2,120,16970581,55732,10,1,7.0,21,3.71
Band of the Hand,TriS,action|crime|drama,3170,nm0001274,actor,Stephen Lang,band of the hand (1986),r,1986,movie,4,109,4865912,3176,10,1,6.1,1,1.0
Life and Debt,NYer,documentary,1023,nm0085515,actress,Belinda Becker,life and debt (2001),not rated,2003,movie,2,80,263107,1024,10,1,7.4,1,4.0
Annabelle: Creation,WB (NL),horror,147150,nm2497546,actor,Anthony LaPaglia,annabelle: creation (2017),r,2017,movie,8,109,102092201,147574,10,1,6.5,1,4.0
Back to School,Orion,comedy,35254,nm0582635,actor,Rodney Dangerfield,back to school (1986),pg-13,1986,movie,6,96,91258000,35304,10,1,6.6,16,2.91
Original Sin,MGM,drama|romance|thriller,58882,nm0188165,actor,Antonio Banderas,original sin (2001),r,2001,movie,8,116,16534221,58949,10,1,6.0,2,2.75
On a Clear Day,Focus,drama,3360,nm0217433,actor,Peter Mullan,on a clear day (2005),"","","","",95,191033,"","","","",1,2.0
Passengers,Sony,adventure|drama|romance|sci-fi,432538,nm0878763,actress,Jennifer Lawrence,passengers (2016),pg-13,2016,movie,12,116,292437,433343,10,1,7.0,6,3.67
eXistenZ,Mira.,action|sci-fi|thriller,105142,nm0000343,actor,Jude Law,existenz (1999),r,1999,movie,4,97,2856712,105298,10,1,6.8,22,3.86
Terri,ATO,comedy,10219,nm0414337,actor,John C. Reilly,terri (2011),r,2012,movie,8,105,655802,10222,10,1,6.5,2,3.5
The Cup,FL,comedy,3307,nm0634897,actor,Orgyen Tobgyal,cup  the (phörpa) (1999),g,2000,movie,4,93,1079108,3333,10,1,6.9,2,4.5
The January Man,MGM,comedy|crime|mystery|thriller,8973,nm0640466,actor,Kevin Kline,january man  the (1989),r,1989,movie,1,97,4611062,8987,10,1,5.5,1,2.0
The Glimmer Man,WB,action|thriller,20948,nm0336726,actor,Steven Seagal,glimmer man  the (1996),r,1996,movie,10,91,20351264,20974,10,1,5.4,6,3.0
Godsend,Lions,drama|horror|thriller,26250,"nm1170765,nm0358327",actor,Robert De Niro,godsend (2004),pg-13,2004,movie,4,102,14379751,26258,10,1,4.8,2,2.5
My Favorite Martian,BV,comedy|sci-fi,14221,nm0677953,actor,Christopher Lloyd,my favorite martian (1999),pg,1999,movie,2,94,36850101,14235,10,1,5.1,5,2.1
Immortal Beloved,Sony,drama|romance,25836,nm0741262,actor,Gary Oldman,immortal beloved (1994),r,1995,movie,1,121,9914409,25864,10,1,7.4,18,3.72
The Pledge,WB,crime|drama|mystery|thriller,64919,nm0000576,actor,Jack Nicholson,pledge  the (2001),r,2001,movie,1,124,19733089,65096,10,1,6.8,7,3.29
The Other Guys,Sony,action|comedy,282279,nm0570912,actor,Will Ferrell,other guys  the (2010),pg-13,2010,movie,8,107,119219978,282584,10,1,6.6,21,3.26
Lethal Weapon 3,WB,action|comedy|crime|drama,175605,nm0001149,actor,Mel Gibson,lethal weapon 3 (1992),r,1992,movie,5,118,144731527,175777,10,1,6.7,46,2.93
28 Weeks Later,FoxA,horror|sci-fi|thriller,288090,nm0294379,actor,Jeremy Renner,28 weeks later (2007),r,2007,movie,5,100,28638916,288424,10,1,6.9,21,3.6
Special,Magn.,drama|fantasy,5881,"nm1265927,nm0664920",actor,Michael Rapaport,special (2006),r,2006,movie,11,81,7202,5885,10,1,6.8,1,3.5
Tomboy,Crwn,drama,21884,nm1780037,actress,Zoé Héran,tomboy (2011),not rated,2011,movie,4,82,14100000,21911,10,1,7.4,1,3.0
My Bodyguard,Fox,drama,10593,nm0082300,actor,Chris Makepeace,my bodyguard (1980),pg,1980,movie,9,96,22482952,10614,10,1,7.1,7,3.86
Teen Wolf,Atl,comedy|fantasy,58194,nm0199722,actor,Michael J. Fox,teen wolf (1985),pg,1985,movie,8,91,33086611,58307,10,1,6.1,7,3.14
Life After Beth,A24,comedy|horror|romance,23206,nm1337885,actress,Aubrey Plaza,life after beth (2014),r,2014,movie,7,89,88273,23240,10,1,5.6,1,3.5
Above the Rim,NL,crime|drama,16756,nm0689385,actor,Duane Martin,above the rim (1994),r,1994,movie,3,96,16192320,16788,10,1,6.6,1,2.0
Homeward Bound II: Lost in San Francisco,BV,adventure|children,15919,nm0254786,actor,Michael J. Fox,homeward bound ii: lost in san francisco (1996),g,1996,movie,3,88,32772492,15949,10,1,5.9,14,3.57
Children of Men,Uni.,action|adventure|drama|sci-fi|thriller,519877,nm0190859,actress,Julianne Moore,children of men (2006),r,2007,movie,1,109,35552383,520390,10,1,7.9,64,3.95
Family Business,TriS,comedy,13500,nm0001486,actor,Sean Connery,family business (1989),r,1989,movie,12,110,12195695,13523,10,1,5.7,2,2.25
Nick of Time,Par.,action|thriller,44555,nm0000824,actor,Johnny Depp,nick of time (1995),r,1995,movie,11,90,8175346,44591,10,1,6.3,10,3.25
My Mother's Castle,OrionC,comedy|drama,5513,nm0002216,actor,Julien Ciamaca,my mother's castle (château de ma mère  le) (1990),"","","","",98,1477071,"","","","",1,4.0
Mom and Dad Save the World,WB,comedy|sci-fi,5071,nm0066439,actress,Teri Garr,mom and dad save the world (1992),pg,1992,movie,7,88,2034470,5080,10,1,5.3,1,2.0
Logan,RB,action|sci-fi,808196,nm0003506,actor,Hugh Jackman,logan (2017),r,2017,movie,3,137,7137,809555,10,1,8.1,25,4.28
Dave,WB,comedy|romance,56064,nm0718645,actor,Kevin Kline,dave (1993),pg-13,1993,movie,5,110,63270710,56124,10,1,6.9,76,3.55
Don't Be Afraid of the Dark,FD,horror|thriller,50244,nm2552536,actress,Katie Holmes,don't be afraid of the dark (2010),r,2011,movie,8,99,24046682,50268,10,1,5.5,2,3.0
Drive Angry,Sum.,action|fantasy|thriller,102374,nm0527261,actor,Nicolas Cage,drive angry (2011),r,2011,movie,2,104,10721033,102440,10,1,5.4,2,3.75
Gettysburg,NL,drama|war,30722,nm0561813,actor,Tom Berenger,gettysburg (1993),"","","","",271,10769960,"","","","",9,3.67
I Am Sam,NL,drama,153714,nm0625458,actor,Sean Penn,i am sam (2001),pg-13,2002,movie,1,132,40311852,153834,10,1,7.6,17,3.76
Eragon,Fox,action|adventure|fantasy,129224,nm0266777,actor,Ed Speleers,eragon (2006),pg,2006,movie,12,104,75030163,129294,10,1,5.1,12,2.33
Cirque du Freak: The Vampire's Assistant,Uni.,action|adventure|comedy|fantasy|horror|thriller,47651,nm0919369,actor,Chris Massoglia,cirque du freak: the vampire's assistant (2009),pg-13,2009,movie,10,119,13869515,47682,10,1,5.8,1,2.0
High Heels and Low Lifes,BV,action|comedy|crime|drama,3663,nm0809321,actor,Kevin McNally,high heels and low lifes (2001),r,2001,movie,10,86,228194,3663,10,1,6.1,1,3.0
Mrs. Henderson Presents,Wein.,comedy|drama,16232,nm0001241,actress,Judi Dench,mrs. henderson presents (2005),r,2006,movie,2,103,11036366,16245,10,1,7.0,2,2.0
